uid,name,type,manufacturer,bpr,pr,max_thrust,fuel_c3,fuel_c2,fuel_c1,cruise_thrust,cruise_sfc,curise_mach,curise_alt
4CM037,CFM56-5B2/2P,TF,CFM International,5.6,31.6,137900,0.9726816266495985,-1.1808729385115178,1.6009879775548654,,,,
8CM053,CFM56-5B2/3,TF,CFM International,5.5,31.3,137900,0.6590715468454811,-0.6203102147435269,1.3485606089262145,,,,
3CM024,CFM56-5B2/P,TF,CFM International,5.6,31.57,137900,0.5530348856103404,-0.5134250611589233,1.3240978292966732,,,,
4CM038,CFM56-5B3/2P,TF,CFM International,5.6,32.8,142400,1.2161754369739768,-1.422427187706244,1.678530798606566,,,,
8CM054,CFM56-5B3/3,TF,CFM International,5.4,32.6,142300,0.8174954342494408,-0.7652311237336779,1.411845439007927,,,,
3CM025,CFM56-5B3/P,TF,CFM International,5.6,32.78,142350,0.6871094138587805,-0.6341905714859837,1.3796283828160987,,,,
2CM014,CFM56-5B4,TF,CFM International,5.9,27.1,117900,0.4107323821147696,-0.4657501360241133,1.223825188523911,5000.0,0.0154,0.8,35000.0
2CM018,CFM56-5B4/2,TF,CFM International,5.7,27.1,117900,0.4947638686889796,-0.6152741209562507,1.3044016813917723,,,,
3CM021,CFM56-5B4/2P,TF,CFM International,5.9,27.7,120100,0.4896840320054233,-0.6838660825346384,1.3377153821922352,,,,
8CM055,CFM56-5B4/3,TF,CFM International,5.7,27.3,120100,0.39380852274913664,-0.42668662784434747,1.1774535646039288,,,,
3CM026,CFM56-5B4/P,TF,CFM International,5.9,27.69,120110,0.34712404599296254,-0.3675259433265657,1.1553686961710086,,,,
8CM056,CFM56-5B5/3,TF,CFM International,6.0,23.1,97900,0.38098227748257096,-0.5177105118677053,1.0333678481204405,,,,
3CM027,CFM56-5B5/P,TF,CFM International,5.9,23.33,97890,0.35692995219871243,-0.47766992753938536,1.014752162475687,,,,
2CM019,CFM56-5B6/2,TF,CFM International,5.7,24.8,104500,0.6283907499032997,-0.9368118548595267,1.3092588204360092,,,,
3CM022,CFM56-5B6/2P,TF,CFM International,6.0,24.6,104500,0.5667061657383212,-0.8742195045518664,1.2804385877048383,,,,
8CM057,CFM56-5B6/3,TF,CFM International,5.9,24.3,104500,0.37474693858530395,-0.4797340932938279,1.0726348270801938,,,,
3CM028,CFM56-5B6/P,TF,CFM International,6.0,24.64,104530,0.3419333505215344,-0.4299159316071365,1.0520142389656066,,,,
8CM058,CFM56-5B7/3,TF,CFM International,5.7,27.3,120100,0.39380852274913664,-0.42668662784434747,1.1774535646039288,,,,
6CM044,CFM56-5B7/P,TF,CFM International,5.9,27.69,120110,0.34712404599296254,-0.3675259433265657,1.1553686961710086,,,,
8CM059,CFM56-5B8/3,TF,CFM International,6.0,22.7,96100,0.3911048490317751,-0.538373875421274,1.0248718632102674,,,,
7CM048,CFM56-5B8/P,TF,CFM International,5.9,22.6,94700,0.3961449224626554,-0.5583586180961293,1.0400596846623507,,,,
7CM050,CFM56-5B9/2P,TF,CFM International,5.9,24.4,102200,0.515893946978254,-0.7541739842382614,1.2021940807444143,,,,
8CM060,CFM56-5B9/3,TF,CFM International,5.9,24.2,103600,0.38033287647166086,-0.49512389212223384,1.0734407294936643,,,,
7CM049,CFM56-5B9/P,TF,CFM International,5.9,24,102200,0.38074936136327264,-0.5119945156968341,1.0881404723152008,,,,
1CM010,CFM56-5C2,MTF,CFM International,6.8,28.8,138780,0.41288386235788854,-0.4152202079626155,1.313618133737882,6915.0,0.0154,0.8,35000.0
7CM045,CFM56-5C2/P,MTF,CFM International,6.8,28.2,137610,0.3161139386356079,-0.29681683613836507,1.2355561985566401,,,,
1CM011,CFM56-5C3,MTF,CFM International,6.7,29.9,144570,0.37391966237559593,-0.3401367167918042,1.3425491064368869,6910.0,0.0154,0.8,35000.0
7CM046,CFM56-5C3/P,MTF,CFM International,6.7,29.2,143330,0.3271321124527368,-0.28208652999473677,1.273836947258705,,,,
2CM015,CFM56-5C4,MTF,CFM International,6.6,31.15,151250,0.39284533768051966,-0.3229793004372361,1.3895045931993626,7100.0,0.0154,0.8,35000.0
7CM047,CFM56-5C4/P,MTF,CFM International,6.6,30.5,149900,0.3780879348820661,-0.3058897003682758,1.3256214177309746,,,,
3CM029,CFM56-7B18,TF,CFM International,5.5,21.59,86740,0.4130599660342011,-0.6057156124625492,1.0498058995148547,5420.0,,0.8,35000.0
8CM061,CFM56-7B18/3,TF,CFM International,5.5,21.4,86700,0.4074117599960202,-0.5897659591868307,1.0270875365801113,,,,
3CM030,CFM56-7B20,TF,CFM International,5.4,22.61,91630,0.4248234145250326,-0.6031191325492224,1.0944291815602087,5450.0,0.0179,0.8,35000.0
4CM039,CFM56-7B20/2,TF,CFM International,5.4,22.77,91630,0.4636745356303817,-0.686871201481483,1.1293246723915933,,,,
8CM062,CFM56-7B20/3,TF,CFM International,5.5,22.4,91600,0.39597979352040363,-0.5543839774091113,1.0571051470224853,,,,
11CM067,CFM56-7B20E,TF,CFM International,5.5,22.4,91600,0.39597979352040363,-0.5543839774091113,1.0571051470224853,,,,
3CM031,CFM56-7B22,TF,CFM International,5.3,24.41,100970,0.47282970860508355,-0.6243827532625192,1.1756153108228118,5450.0,,0.8,35000.0
4CM040,CFM56-7B22/2,TF,CFM International,5.3,24.61,100970,0.4784999824738557,-0.6708548727250865,1.2032131094859637,,,,
8CM063,CFM56-7B22/3,TF,CFM International,5.3,24.2,101000,0.39943461873248787,-0.514626038937184,1.121924276648731,,,,
11CM068,CFM56-7B22E,TF,CFM International,5.3,24.2,101000,0.39943461873248787,-0.514626038937184,1.121924276648731,,,,
11CM069,CFM56-7B22E/B1,TF,CFM International,5.3,24.2,101000,0.39943461873248787,-0.514626038937184,1.121924276648731,,,,
3CM032,CFM56-7B24,TF,CFM International,5.2,25.78,107650,0.4708189534238153,-0.5909102883182226,1.2261890621309848,5480.0,0.0178,0.8,35000.0
4CM041,CFM56-7B24/2,TF,CFM International,5.2,25.95,107650,0.4337878216911748,-0.5504558241842286,1.2088883836162243,,,,
8CM064,CFM56-7B24/3,TF,CFM International,5.3,25.6,107600,0.43026555399064575,-0.5187776100840602,1.177261198434035,,,,
11CM070,CFM56-7B24E,TF,CFM International,5.3,25.6,107600,0.43026555399064575,-0.5187776100840602,1.177261198434035,,,,
11CM071,CFM56-7B24E/B1,TF,CFM International,5.3,25.6,107600,0.43026555399064575,-0.5187776100840602,1.177261198434035,,,,
8CM051,CFM56-7B26,TF,CFM International,5.1,27.61,116990,0.5109587682758966,-0.5780833219367054,1.2911476852879398,5480.0,,0.8,35000.0
4CM042,CFM56-7B26/2,TF,CFM International,5.1,27.8,116990,0.45882546729407536,-0.5197017224645923,1.2670688981045504,,,,
8CM065,CFM56-7B26/3,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
11CM072,CFM56-7B26E,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
11CM073,CFM56-7B26E/B1,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
11CM074,CFM56-7B26E/B2,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
11CM076,CFM56-7B26E/B2F,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
11CM075,CFM56-7B26E/F,TF,CFM International,5.1,27.7,117000,0.5356897091205846,-0.5825885044018857,1.262564847984775,,,,
3CM034,CFM56-7B27,TF,GE,5.0,28.63,121440,0.578899067855553,-0.6288235210415132,1.336949877539964,,,,
4CM043,CFM56-7B27/2,TF,GE,5.0,28.84,121440,0.5467577685414865,-0.6210337883014071,1.3421351842707876,,,,
8CM066,CFM56-7B27/3,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM080,CFM56-7B27AE,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM077,CFM56-7B27E,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM078,CFM56-7B27E/B1,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM082,CFM56-7B27E/B1F,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM079,CFM56-7B27E/B3,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
11CM081,CFM56-7B27E/F,TF,CFM International,5.1,29,121400,0.7391511017333732,-0.7849817989529105,1.3411879806918856,,,,
17CM082,LEAP-1A26/26E1,TF,CFM International,11.1,33.4,120600,0.37513890747991013,-0.4644766137105127,0.9471894487269078,,,,
18CM084,LEAP-1B28,TF,CFM International,8.6,41.5,130400,0.39771762361282403,-0.3722311157441338,1.0387397899629607,,,,
18CM085,LEAP-1B28B2,TF,CFM International,8.6,41.5,130400,0.39771762361282403,-0.3722311157441338,1.0387397899629607,,,,
18CM086,LEAP-1B27,TF,CFM International,8.5,39.92,124700,0.3906199693531327,-0.3934829263485001,1.0080005485248889,,,,
18CM087,LEAP-1B25,TF,CFM International,8.4,38.4,119200,0.40328321709844817,-0.43744952311006924,0.9832967657112203,,,,
9EA001,GP7270,TF,Engine Alliance,8.71,36.62,332390,0.7805843533248138,-0.7394309632280098,2.602446640694363,12633.0,,0.85,35000.0
11GE140,CF34-10A16,TF,GE Aircraft Engines,5.7,25.1,76900,0.36170127053769074,-0.46649834222967357,0.8726763748027788,,,,
11GE141,CF34-10A18,TF,GE Aircraft Engines,5.4,26.5,82100,0.3206380437523658,-0.38955357850349337,0.8978990646880869,,,,
8GE114,CF34-10E2A1,TF,GE Aircraft Engines,5.09,25.1,75440,0.3174960852593923,-0.41900046357903004,0.8734706093682468,,,,
8GE115,CF34-10E5,TF,GE Aircraft Engines,5.09,25.6,77400,0.30957682136485304,-0.3998233057486403,0.8852230108053434,,,,
8GE117,CF34-10E5A1,TF,GE Aircraft Engines,5.09,27.3,83700,0.3335457096290014,-0.3977010154831838,0.9380461687439117,,,,
8GE116,CF34-10E6,TF,GE Aircraft Engines,5.09,25.6,77400,0.30957682136485304,-0.3998233057486403,0.8852230108053434,,,,
8GE118,CF34-10E6A1,TF,GE Aircraft Engines,5.09,27.3,83700,0.3335457096290014,-0.3977010154831838,0.9380461687439117,,,,
8GE119,CF34-10E7,TF,GE Aircraft Engines,5.09,27.3,83700,0.3335457096290014,-0.3977010154831838,0.9380461687439117,,,,
11GE147,CF34-10E7-B,TF,GE Aircraft Engines,5.09,27.2,83700,0.33420661010863906,-0.3787524691620139,0.9175967925724404,,,,
1GE034,CF34-3A,TF,GE Aircraft Engines,6.25,19.7,41010,0.2667190441541127,-0.3626348828372295,0.5048231954705181,,,,
1GE035,CF34-3A1,TF,GE Aircraft Engines,6.25,19.7,41010,0.2667190441541127,-0.3626348828372295,0.5048231954705181,,,,
5GE084,CF34-3B,TF,GE Aircraft Engines,6.25,19.3,41010,0.2464210975222944,-0.3338449744863484,0.4884683969229321,,,,
6GE096,CF34-8C1,TF,GE Aircraft Engines,5.13,22.15,56360,0.5930175530123449,-0.7512331072451094,0.7686046018971503,,,,
8GE110,CF34-8C5,TF,GE Aircraft Engines,5.13,23.09,59420,0.29697973804892874,-0.34491177348743784,0.6979332878487472,,,,
8GE107,CF34-8C5A1,TF,GE Aircraft Engines,5.13,23.49,60620,0.3080312821165613,-0.3540161354153392,0.712984577948088,,,,
8GE104,CF34-8C5A2,TF,GE Aircraft Engines,5.13,24.12,62490,0.3134968696631467,-0.34773067533695246,0.7272299601206083,,,,
8GE103,CF34-8C5A3,TF,GE Aircraft Engines,5.13,24.82,64530,0.3153108509968754,-0.33123262271518034,0.7389298318026177,,,,
8GE112,CF34-8C5B1,TF,GE Aircraft Engines,5.13,22.08,56350,0.30145477281192234,-0.37339225382826835,0.6799858953631784,,,,
8GE113,CF34-8E2,TF,GE Aircraft Engines,5.13,21.71,55190,0.3008817478988971,-0.3791008271275056,0.6712246127506769,,,,
8GE111,CF34-8E2A1,TF,GE Aircraft Engines,5.13,23,59150,0.30063134012104253,-0.3551243581509649,0.7004787946359814,,,,
8GE108,CF34-8E5,TF,GE Aircraft Engines,5.13,23.18,59680,0.29918302348992404,-0.34639794758794823,0.7011896933618533,,,,
8GE105,CF34-8E5A1,TF,GE Aircraft Engines,5.13,24.12,62490,0.3134968696631467,-0.34773067533695246,0.7272299601206083,,,,
8GE102,CF34-8E5A2,TF,GE Aircraft Engines,5.13,24.82,64530,0.3153108509968754,-0.33123262271518034,0.7389298318026177,,,,
8GE109,CF34-8E6,TF,GE Aircraft Engines,5.13,23.18,59680,0.29918302348992404,-0.34639794758794823,0.7011896933618533,,,,
8GE106,CF34-8E6A1,TF,GE Aircraft Engines,5.13,24.12,62490,0.3134968696631467,-0.34773067533695246,0.7272299601206083,,,,
3GE067,CF6-45A,TF,GE Aircraft Engines,4.3,25.38,202800,0.8136201479871473,-1.004647688824618,2.2194961064612304,11250.0,0.0178,0.8,35000.0
3GE068,CF6-45A2,TF,GE Aircraft Engines,4.3,25.38,202800,0.8136201479871473,-1.004647688824618,2.2194961064612304,11250.0,0.0178,0.8,35000.0
3GE069,CF6-50A,TF,GE Aircraft Engines,4.3,26.88,215300,0.6427082882083193,-0.7306661068556506,2.256959190576742,,,,
3GE070,CF6-50C,TF,GE Aircraft Engines,4.3,27.76,224200,0.5913073971548638,-0.5759076408803198,2.266433708660928,11100.0,0.0186,0.8,35000.0
3GE073,CF6-50C1,TF,GE Aircraft Engines,4.3,28.44,230400,0.5825885273527995,-0.5468238949732553,2.3255571643023396,11555.0,0.0186,0.8,35000.0
1GE007,"CF6-50C1, -C2",TF,GE Aircraft Engines,4.3,29.8,230400,1.549032619679268,-1.6790639614195977,2.621716780864031,,,,
3GE074,CF6-50C2,TF,GE Aircraft Engines,4.3,28.44,230400,0.5825885273527995,-0.5468238949732553,2.3255571643023396,11555.0,0.0178,0.8,35000.0
3GE078,CF6-50C2B,TF,GE Aircraft Engines,4.3,29.06,236700,0.30007418987307216,-0.13558607899810193,2.2462680817339633,11555.0,0.0178,0.8,35000.0
3GE072,CF6-50C2R,TF,GE Aircraft Engines,4.3,27.76,224200,0.5913073971548638,-0.5759076408803198,2.266433708660928,,,,
3GE071,CF6-50CA,TF,GE Aircraft Engines,4.3,27.76,224200,0.5913073971548638,-0.5759076408803198,2.266433708660928,,,,
3GE075,CF6-50E,TF,GE Aircraft Engines,4.3,28.44,230400,0.5825885273527995,-0.5468238949732553,2.3255571643023396,11555.0,0.0186,0.8,35000.0
3GE076,CF6-50E1,TF,GE Aircraft Engines,4.3,28.44,230400,0.5825885273527995,-0.5468238949732553,2.3255571643023396,11555.0,0.0186,0.8,35000.0
3GE077,CF6-50E2,TF,GE Aircraft Engines,4.3,28.44,230400,0.5825885273527995,-0.5468238949732553,2.3255571643023396,11555.0,0.0178,0.8,35000.0
3GE079,CF6-50E2B,TF,GE Aircraft Engines,4.3,29.06,236700,0.30007418987307216,-0.13558607899810193,2.2462680817339633,11730.0,0.0178,0.8,35000.0
1GE001,CF6-6D,TF,GE Aircraft Engines,5.9,24.7,174800,0.6862054580832236,-0.805306530691364,1.860634513265031,9080.0,0.0183,0.8,35000.0
1GE002,CF6-6D1A,TF,GE Aircraft Engines,5.9,25.4,181900,0.5157785513039954,-0.53068550057096,1.8329013417499889,9220.0,0.0183,0.8,35000.0
1GE003,CF6-6K,TF,GE Aircraft Engines,5.9,24.7,174800,0.6862054580832236,-0.805306530691364,1.860634513265031,,,,
1GE004,CF6-6K2,TF,GE Aircraft Engines,5.9,25.4,181900,0.5157785513039954,-0.53068550057096,1.8329013417499889,,,,
1GE010,CF6-80A,TF,GE Aircraft Engines,5.0,29,208800,0.19657201616014774,-0.1295681757172602,2.0786019720801314,11045.0,0.0176,0.8,35000.0
1GE011,CF6-80A1,TF,GE Aircraft Engines,5.0,29,209000,0.19657201616014774,-0.1295681757172602,2.0786019720801314,11045.0,0.0176,0.8,35000.0
1GE012,CF6-80A2,TF,GE Aircraft Engines,5.0,30.1,216500,0.14287728895503846,-0.019805193479499154,2.131032644455859,11045.0,0.0176,0.8,35000.0
1GE013,CF6-80A3,TF,GE Aircraft Engines,5.0,30.1,217800,0.14287728895503846,-0.019805193479499154,2.131032644455859,11045.0,0.0176,0.8,35000.0
2GE036,CF6-80C2A1,TF,GE Aircraft Engines,5.1,30.53,257399,0.9286085232105556,-0.8736432594368886,2.402435047086257,11810.0,0.0163,0.8,35000.0
2GE037,CF6-80C2A2,TF,GE Aircraft Engines,5.1,27.79,233350,0.6888934537579287,-0.7126917979477871,2.180892517153937,11330.0,0.0164,0.8,35000.0
2GE038,CF6-80C2A3,TF,GE Aircraft Engines,5.1,31.09,262220,0.886981994087969,-0.7830330423559436,2.4165212351851832,11340.0,0.0163,0.8,35000.0
2GE039,CF6-80C2A5,TF,GE Aircraft Engines,5.1,31.66,267340,0.8095652267892097,-0.6411787986477933,2.4162453136468396,,,,
3GE056,CF6-80C2A5F,TF,GE Aircraft Engines,5.1,32.88,271880,1.325521556266028,-1.3352686879031295,2.6446462964574957,,,,
2GE040,CF6-80C2A8,TF,GE Aircraft Engines,5.1,30.45,257370,0.849757411832759,-0.7856454017913612,2.3843910294233313,,,,
2GE041,CF6-80C2B1,TF,GE Aircraft Engines,5.1,29.53,249010,0.6543550735011551,-0.585356460594914,2.27582557494765,12820.0,0.0163,0.8,35000.0
2GE045,CF6-80C2B1F,TF,GE Aircraft Engines,5.1,30.13,254260,0.7157962706132297,-0.6378399660809845,2.3485266643683937,12820.0,0.016,0.8,35000.0
2GE042,CF6-80C2B2,TF,GE Aircraft Engines,5.1,27.53,231080,0.5950351283082883,-0.6073945356481667,2.1414864301057106,12000.0,0.0163,0.8,35000.0
2GE046,CF6-80C2B2F,TF,GE Aircraft Engines,5.1,27.6,231350,0.5685160039585591,-0.5707402099090729,2.1549786782909077,,,,
2GE043,CF6-80C2B4,TF,GE Aircraft Engines,5.1,30.14,254350,0.7941376376286454,-0.7210258540777594,2.3407212703854388,,,,
2GE047,CF6-80C2B4F,TF,GE Aircraft Engines,5.1,30.22,254790,0.8034087367030468,-0.7356155337986704,2.3685756244512373,,,,
3GE057,CF6-80C2B5F,TF,GE Aircraft Engines,5.1,32.82,272530,1.030919162985772,-0.8850121085746587,2.5429176021054145,,,,
2GE044,CF6-80C2B6,TF,GE Aircraft Engines,5.1,31.66,267200,0.8095652267892097,-0.6411787986477933,2.4162453136468396,,,,
2GE048,CF6-80C2B6F,TF,GE Aircraft Engines,5.1,31.72,267030,0.8748286312431863,-0.7438786121534028,2.4670744892718255,,,,
2GE055,CF6-80C2B7F,TF,GE Aircraft Engines,5.1,31.72,267030,0.8748286312431863,-0.7438786121534028,2.4670744892718255,,,,
8GE101,CF6-80C2B8F,TF,GE Aircraft Engines,5.1,31.37,267000,0.7829738856703901,-0.6581859730913588,2.4624679111963057,,,,
3GE058,CF6-80C2B8FA,TF,GE Aircraft Engines,5.1,31.71,267020,0.8513984239959556,-0.7275381055377457,2.4852426711073208,,,,
2GE049,CF6-80C2D1F,TF,GE Aircraft Engines,5.1,32.05,269960,0.945578502113089,-0.8142309265141143,2.501664869200419,,,,
2GE050,CF6-80E1A1,TF,GE Aircraft Engines,5.1,32.46,281530,0.9296559002500546,-0.838255768525888,2.6161799263873524,,,,
2GE051,CF6-80E1A2,TF,GE Aircraft Engines,5.1,33.1,287040,0.9770900755772124,-0.8541474202047905,2.649604142443324,,,,
5GE085,CF6-80E1A3,TF,GE Aircraft Engines,5.1,35.7,304800,1.265573476896345,-1.0429899660211241,2.7709268076999587,,,,
4GE081,CF6-80E1A4,TF,GE Aircraft Engines,5.1,34.5,297440,1.1014070459710688,-0.9052583614987404,2.712774504021321,,,,
7GE097,GE90-110B1,TF,GE Aircraft Engines,7.34,39.73,492600,1.7719317843426845,-1.4581732079596077,4.017639604759918,,,,
7GE098,GE90-113B,TF,GE Aircraft Engines,7.17,41.21,504900,2.432324624844363,-2.1521490797511733,4.260762812280999,,,,
7GE099,GE90-115B,TF,GE Aircraft Engines,7.08,42.24,513900,2.790323987624173,-2.470848725366033,4.380631642400222,,,,
9GE124,GE90-76B,TF,GE Aircraft Engines,8.53,35.5,363220,1.0400559955841655,-1.0042966763335017,2.768465779532544,17500.0,0.0154,0.83,35000.0
9GE125,GE90-77B,TF,GE Aircraft Engines,8.52,35.8,366750,1.0305064497577068,-0.9779247407926177,2.7857230487178004,,,,
9GE126,GE90-85B,TF,GE Aircraft Engines,8.41,38.16,397210,0.935893554147792,-0.7076607027135347,2.9111826541790933,17500.0,0.0147,0.83,35000.0
9GE127,GE90-90B,TF,GE Aircraft Engines,8.36,39.85,419250,1.10826942985359,-0.7999692349257,3.0798268456202353,,,,
3GE066,GE90-92B,TF,GE Aircraft Engines,8.33,40.6,426720,1.418653442578094,-1.3240491984606084,3.4287662756968653,,,,
9GE128,GE90-94B,TF,GE Aircraft Engines,8.33,40.82,430920,1.2012455908198076,-0.8421164569754436,3.1618108235713684,,,,
11GE134,GEnx-1B54,TF,GE Aircraft Engines,9.4,35.2,255300,0.6569785714799692,-0.7553646380408477,1.9822131007552029,,,,
11GE135,GEnx-1B58,TF,GE Aircraft Engines,9.2,37.2,271300,0.6416014933153208,-0.681332939922892,2.0645440510756576,,,,
11GE136,GEnx-1B64,TF,GE Aircraft Engines,9.0,40.6,298000,0.6446172424709516,-0.5704153477324275,2.1965171074916183,,,,
11GE137,GEnx-1B67,TF,GE Aircraft Engines,8.9,41.9,308700,0.676472010609691,-0.563635524669557,2.260817315287507,,,,
11GE138,GEnx-1B70,TF,GE Aircraft Engines,8.8,43.5,321600,0.7074515757151119,-0.5424208366041035,2.3345897364818846,,,,
11GE139,GEnx-2B67,TF,GE Aircraft Engines,8.0,42.4,299800,1.0027967478164648,-1.2082301106447,2.660658861989302,,,,
12GE148,GEnx-1B54/P1,TF,GE Aircraft Engines,9.4,35.1,255300,0.7282651460186691,-0.8991102946048497,2.070331375632099,,,,
12GE149,GEnx-1B58/P1,TF,GE Aircraft Engines,9.2,37.1,271300,0.6977508248462907,-0.8054780334877893,2.147114980544161,,,,
12GE150,GEnx-1B64/P1,TF,GE Aircraft Engines,9.0,40.5,298000,0.7171350032250089,-0.7227454949325882,2.2899491763650763,,,,
12GE151,GEnx-1B67/P1,TF,GE Aircraft Engines,8.9,41.9,308700,0.7531274549045768,-0.72262913920625,2.3557662062626514,,,,
12GE152,GEnx-1B70/P1,TF,GE Aircraft Engines,8.8,43.5,321600,0.7753457604851528,-0.6916368791120462,2.4275337287188963,,,,
12GE153,GEnx-1B70/72/P1,TF,GE Aircraft Engines,8.8,43.5,321600,0.7753457604851528,-0.6916368791120462,2.4275337287188963,,,,
12GE154,GEnx-1B70/75/P1,TF,GE Aircraft Engines,8.8,43.5,321600,0.7753457604851528,-0.6916368791120462,2.4275337287188963,,,,
12GE155,GEnx-1B74/75/P1,TF,GE Aircraft Engines,8.8,46,341200,0.8878843035913639,-0.7286895487755658,2.555828072620812,,,,
12GE156,GEnx-1B75/P1,TF,GE Aircraft Engines,8.8,46.5,345200,0.9138306149448786,-0.736205105058737,2.581306948387096,,,,
13GE157,GEnx-2B67B,TF,GE Aircraft Engines,8.0,42.4,299800,1.0027967478164648,-1.2082301106447,2.660658861989302,,,,
17GE170,GEnx-1B54/P2,TF,GE Aircraft Engines,9.39,35.5,255300,0.8061659732355584,-0.9919115736775814,2.0732156696459416,,,,
17GE171,GEnx-1B58/P2,TF,GE Aircraft Engines,9.24,37.5,271300,0.7700553190961872,-0.8784967668830346,2.138301632884165,,,,
17GE172,GEnx-1B64/P2,TF,GE Aircraft Engines,9.01,40.9,298000,0.7500638699167028,-0.7233627487356251,2.2522347218323775,,,,
17GE173,GEnx-1B67/P2,TF,GE Aircraft Engines,8.92,42.2,308700,0.7695409972650736,-0.6982664029217267,2.310753820347556,,,,
17GE174,GEnx-1B70/72/P2,TF,GE Aircraft Engines,8.81,43.9,321600,0.7858693024651267,-0.6539018963521694,2.3779501714723645,,,,
17GE175,GEnx-1B70/75/P2,TF,GE Aircraft Engines,8.81,43.9,321600,0.7858693024651267,-0.6539018963521694,2.3779501714723645,,,,
17GE176,GEnx-1B70/P2,TF,GE Aircraft Engines,8.81,43.9,321600,0.7858693024651267,-0.6539018963521694,2.3779501714723645,,,,
17GE177,GEnx-1B74/75/P2,TF,GE Aircraft Engines,8.65,46.4,341200,0.831042333465558,-0.6123446379720594,2.4912023276905177,,,,
17GE178,GEnx-1B75/P2,TF,GE Aircraft Engines,8.62,47,345200,0.8265673097223356,-0.58386417318093,2.5091497239104745,,,,
17GE179,GEnx-1B76/P2,TF,GE Aircraft Engines,8.59,47.5,349200,0.8396147666452007,-0.5749388041348094,2.531106906511863,,,,
17GE180,GEnx-1B76A/P2,TF,GE Aircraft Engines,8.59,47.5,349200,0.8396147666452007,-0.5749388041348094,2.531106906511863,,,,
17GE181,GEnx-2B67/P,TF,GE Aircraft Engines,8.03,43.55,299810,0.7327056484436311,-0.6163506008068269,2.3435483128528958,,,,
11HN003,HTF7000,MTF,Honeywell,4.2,21.95,30620,0.24023674086866553,-0.34599873534540565,0.45488739153198765,,,,
11HN005,HTF7250G,MTF,Honeywell,4.2,22.58,32860,0.22523131129152632,-0.30653820691387423,0.455524052215436,,,,
14HN009,HTF7350,MTF,Honeywell,4.2,22.88,33000,0.21471767321989105,-0.29005177440491026,0.45046478315555294,,,,
14HN008,HTF7500E,MTF,Honeywell,4.2,23.57,33830,0.23843422725307406,-0.32096157973953576,0.4628110146050636,,,,
18HN010,HTF7700L,MTF,Honeywell,4.2,23.29,34030,0.21133502745144506,-0.27614815960746575,0.45291529044544976,,,,
1IA001,V2500-A1,MTF,International Aero Engines,5.3,29.8,111200,0.5788754335721432,-0.8164358892120184,1.3545056501274284,,,,
10IA011,V2522-A5,MTF,International Aero Engines,4.9,25.7,102500,0.6384933323059357,-0.9982531487339856,1.335684291313909,,,,
10IA012,V2524-A5,MTF,International Aero Engines,4.8,27,108900,0.685084642976493,-1.034624981697399,1.3943518524481453,,,,
1IA002,V2525-D5,MTF,International Aero Engines,4.82,27.2,111200,0.5584314196835469,-0.8169946142305285,1.31630774845117,,,,
10IA013,V2527-A5,MTF,International Aero Engines,4.8,27.1,110300,0.7046284622480882,-1.0571979090039278,1.4064120199833026,,,,
10IA014,V2527-A5E,MTF,International Aero Engines,4.8,27.1,110300,0.7046284622480882,-1.0571979090039278,1.4064120199833026,,,,
10IA015,V2527-A5M,MTF,International Aero Engines,4.8,27.1,110300,0.7046284622480882,-1.0571979090039278,1.4064120199833026,,,,
8IA010,V2527E-A5,MTF,International Aero Engines,4.82,27.2,111200,0.5584314196835469,-0.8169946142305285,1.31630774845117,,,,
8IA009,V2527M-A5,MTF,International Aero Engines,4.82,27.2,111200,0.5584314196835469,-0.8169946142305285,1.31630774845117,,,,
1IA004,V2528-D5,MTF,International Aero Engines,4.66,30,124500,0.6662399561544889,-0.8918406370434626,1.4390744741891939,,,,
10IA016,V2530-A5,MTF,International Aero Engines,4.6,32,133000,0.8940398979368459,-1.1836912891941196,1.619095340393429,,,,
10IA017,V2533-A5,MTF,International Aero Engines,4.5,33.7,140600,1.1328670009711708,-1.4176707398246167,1.7217547459102842,,,,
14IA018,V2531-E5,MTF,International Aero Engines,4.52,32.3,134800,0.9332295382536426,-1.2433325447807229,1.6432584073840457,,,,
1KK002,NK-8-2U,MTF,KKBM,1.24,10.8,103000,2.799602213573976,-3.839660047582945,2.795104564754772,,,,
