icao,lat,lon,alt,country,name,location
AGAF,-9.19195,160.94687,20,SB,Afutara,Taro'a
AGAR,-9.85819,161.97568,41,SB,Ulawa,Kirakira
AGAT,-8.87023,161.00875,24,SB,Uru Harbour,Auki
AGBT,-8.56517,158.11903,10,SB,Batuna,Gizo
AGEV,-7.57289,156.59635,70,SB,Geva,Gizo
AGGA,-8.70687,160.68115,5,SB,Auki,Auki
AGGB,-11.30089,159.79539,55,SB,Bellona/Anua,Honiara
AGGC,-6.7087,156.39402,5,PG,Choiseul Bay,Kieta
AGGD,-9.74413,159.83947,80,SB,Mbambanakira,Honiara
AGGF,-8.10996,159.57686,5,SB,Fera,Buala
AGGH,-9.43199,160.04523,28,SB,Honiara Intl,Honiara
AGGK,-10.44744,161.89332,20,SB,Kirakira,Kirakira
AGGL,-10.72224,165.7915,10,SB,Santa Cruz/Graciosa Bay/Luova,Lata
AGGM,-8.32812,157.25684,14,SB,Munda,Gizo
AGGN,-8.09422,156.86162,13,SB,Nusatope,Gizo
AGGO,-7.42585,155.55679,20,PG,Mono,Panguna
AGGP,-9.63928,161.42251,80,SB,Marau Sound,Taro'a
AGGS,-8.57737,157.87176,5,SB,Seghe,Gizo
AGGT,-10.84623,162.45068,100,SB,Santa Anna,Kirakira
AGGU,-9.86359,160.8234,10,SB,Marau,Taro'a
AGGV,-7.58804,158.72821,7,SB,Suavanao,Buala
AGGY,-9.08887,159.21333,42,SB,Yandina,Honiara
AGKU,-8.02398,156.94597,20,SB,Kukudu,Gizo
AGRC,-8.13073,157.14153,20,SB,Ringi Cove,Gizo
AGRM,-8.16334,157.63691,46,SB,Ramata,Gizo
ANYN,-0.54123,166.9117,24,NR,Nauru International,Arijejen
AYAY,-6.33763,145.90078,5100,PG,Aiyura,Kainantu
AYBK,-5.42704,154.66757,11,PG,Buka,Buka
AYBM,-8.05086,142.93878,98,PG,Balimo,Daru
AYCH,-6.02755,144.9683,4900,PG,Chimbu,Kundiawa
AYDU,-9.09206,143.21277,20,PG,Daru,Daru
AYGA,-6.09025,145.39193,5198,PG,Goroka,Goroka
AYGN,-10.31302,150.34133,66,PG,Gurney,Alotau
AYGR,-8.81045,148.30432,285,PG,Girua,Popondetta
AYHK,-5.4573,150.39976,66,PG,Hoskins,Kimbe
AYKM,-7.96,145.76889,10,PG,Kerema,Kerema
AYKP,-8.89008,147.73108,1290,PG,Kokoda,Kokoda
AYKV,-2.575,150.80179,12,PG,Kavieng,Kavieng
AYKY,-3.03997,152.6253,178,PG,Londolovit,Rabaul
AYMD,-5.21038,145.78158,10,PG,Madang,Madang
AYMH,-5.82306,144.2909,5362,PG,Mount Hagen,Mount Hagen
AYMN,-6.14171,143.65641,5680,PG,Mendi,Mendi
AYMO,-2.05393,147.42138,12,PG,Momote,Lorengau
AYNZ,-6.56887,146.71517,46,PG,Nadzab,Lae
AYPY,-9.43087,147.21389,146,PG,Port Moresby Jacksons Intl,Port Moresby
AYTE,-5.13428,141.63267,4232,PG,Telefomin,Kiunga
AYTK,-4.33824,152.37226,29,PG,Tokua,Kokopo
AYVN,-2.68762,141.29679,10,PG,Vanimo,Vanimo
AYWD,-5.63807,143.8908,5889,PG,Wapenamanda,Wabag
AYWK,-3.58207,143.66223,19,PG,Wewak,Wewak
BGAA,68.72102,-52.79445,74,GL,Aasiaat,Aasiaat
BGBW,61.15435,-45.43692,112,GL,Narsarsuaq,Narsaq
BGCO,70.73778,-22.65315,45,IS,Nerlerit Inaat/Constable Pynt,Isafjoerdur
BGGH,64.18897,-51.67955,283,GL,Nuuk,Nuuk
BGJN,69.24133,-51.06837,95,GL,Ilulissat/Jakobshavn,Ilulissat
BGKK,65.57304,-37.13664,114,GL,Kulusuk,Tasiilaq
BGMA,65.43129,-52.94062,91,GL,Maniitsoq,Maniitsoq
BGQQ,77.49111,-69.40647,68,CA,Qaanaaq,Clyde River
BGSF,67.00561,-50.74307,165,GL,Kangerlussuaq,Qasigiannguit
BGSS,66.95207,-53.73825,33,GL,Sisimiut,Sisimiut
BGTL,76.53001,-68.76151,251,CA,Thule Air Base,Clyde River
BGUK,72.78655,-56.13259,413,GL,Upernavik,Upernavik
BGUQ,70.73617,-52.70678,289,GL,Qaarsut Ummannaq,Uummannaq
BIAE,65.90386,-22.36839,20,IS,Arngerdareyri,Isafjoerdur
BIAL,63.54114,-18.45614,160,IS,Alftaver,Vestmannaeyjar
BIAR,65.64584,-18.06994,5,IS,Akureyri,Akureyri
BIBA,63.55287,-20.15231,29,IS,Bakki,Vestmannaeyjar
BIBD,65.63754,-23.55088,25,IS,Bildudalur,Isafjoerdur
BIBF,65.52107,-13.81718,80,IS,Borgarfjordur Eystri,Neskaupstadur
BIBI,66.13361,-22.57564,60,IS,Baeir,Isafjoerdur
BIBK,66.01948,-14.83012,100,IS,Bakkafjordur,Egilsstadir
BIBL,65.64121,-20.2901,130,IS,Blonduos,Saudarkrokur
BIBR,65.07235,-21.80825,130,IS,Budardalur,Borgarnes
BIBV,64.79132,-14.05223,7,IS,Breidalsvik,Eskifjoerdur
BIDG,64.74929,-23.73771,130,IS,Dagverdara,Olafsvik
BIDV,64.64578,-14.27951,8,IS,Djupivogur,Reydarfjoerdur
BIEG,65.27469,-14.41127,76,IS,Egilsstadir,Egilsstadir
BIEH,64.24404,-20.30671,359,IS,Einholtsmelar,Selfoss
BIFF,64.9329,-14.06818,15,IS,Faskrudsfjordur,Eskifjoerdur
BIFL,64.14184,-20.33059,269,IS,Fludir,Selfoss
BIFM,63.8739,-16.65353,56,IS,Fagurholsmyri,Hoefn
BIFZ,63.84711,-20.71889,32,IS,Forsaeti,Selfoss
BIGE,64.30841,-20.27556,350,IS,Geysir,Selfoss
BIGH,63.8491,-20.27861,196,IS,Gunnarsholt,Vestmannaeyjar
BIGJ,65.99145,-21.33187,98,IS,Gjogur,Borgarnes
BIGR,66.55041,-18.02133,65,IS,Grimsey,Dalvik
BIGS,65.6306,-16.15439,1275,IS,Grimsstadir,Laugar
BIHE,65.1877,-16.20456,1500,IS,Herdubreidalind,Laugar
BIHI,64.88298,-19.4885,1994,IS,Hveravellir,Saudarkrokur
BIHK,65.69878,-21.69615,89,IS,Holmavik,Borgarnes
BIHL,63.83106,-20.37911,64,IS,Hella,Vestmannaeyjar
BIHN,64.30227,-15.23079,23,IS,Hornafjordur,Hoefn
BIHR,63.74925,-20.25303,100,IS,Hvalsvollur,Vestmannaeyjar
BIHS,65.75528,-23.47098,30,IS,Hrafnseyri,Isafjoerdur
BIHT,66.01823,-23.45364,10,IS,Holt,Isafjoerdur
BIHU,65.94527,-17.42951,47,IS,Husavik,Husavik
BIHV,65.2691,-20.85113,164,IS,Hvammstangi,Borgarnes
BIHX,64.19986,-19.2835,1197,IS,Hrauneyjarfoss,Vestmannaeyjar
BIHY,65.98662,-18.39273,0,IS,Hrisey,Dalvik
BIHZ,64.69974,-20.90033,379,IS,Husafell,Hveragerdi
BIID,66.0531,-23.69774,70,IS,Ingjaldssandur,Isafjoerdur
BIIS,66.05513,-23.14889,7,IS,Isafjordur,Isafjoerdur
BIKA,64.78475,-22.26186,160,IS,Kaldarmelar,Borgarnes
BIKE,64.69992,-19.41699,2100,IS,Kerlingarfjoll,Saudarkrokur
BIKF,63.96448,-22.60545,170,IS,Keflavik,Reykjanesbaer
BIKJ,65.47564,-21.92815,42,IS,Kroksfjardarnes,Stykkisholmur
BIKL,63.79171,-18.01132,64,IS,Kirkjubaejarklaustur,Akureyri
BIKP,66.30721,-16.469,20,IS,Kopasker,Husavik
BIKR,65.72327,-19.56961,7,IS,Saudarkrokur,Saudarkrokur
BIMK,63.71436,-19.88933,271,IS,Mulakot,Vestmannaeyjar
BIMM,65.4817,-18.17123,36,IS,Melgerdismelar,Akureyri
BIMN,65.52235,-22.41959,147,IS,Melanes,Stykkisholmur
BIMS,64.1801,-21.71091,18,IS,Mosfellssveit,Mosfellsbaer
BIND,64.7159,-18.06993,2625,IS,Nyidalur,Akureyri
BINF,65.12974,-13.75826,6,IS,Nordfjordur,Neskaupstadur
BIOF,66.08025,-18.67088,32,IS,Olafsfjordur,Dalvik
BIPA,65.55916,-23.97908,11,IS,Patreksfjordur,Olafsvik
BIRE,65.45006,-22.21906,60,IS,Reykholar,Stykkisholmur
BIRF,64.90908,-23.80286,18,IS,Rif,Olafsvik
BIRG,66.40114,-15.93559,39,IS,Raufarhofn,Husavik
BIRK,64.12196,-21.9362,47,IS,Reykjavik,Kopavogur
BIRL,65.65144,-16.92042,1029,IS,Reykjahlid,Laugar
BIRS,65.91089,-22.42173,9,IS,Reykjanes,Isafjoerdur
BISA,64.83491,-16.05855,2200,IS,Sauderflugvollur,Hoefn
BISF,63.92468,-21.04456,64,IS,Selfoss,Selfoss
BISG,64.1586,-15.9114,30,IS,Steinasandur,Hoefn
BISH,65.40188,-21.93614,98,IS,Stora-Holt,Stykkisholmur
BISI,66.13376,-18.91708,9,IS,Siglufjordur,Siglufjoerdur
BISK,63.51888,-19.50396,129,IS,Skogarsandur,Vestmannaeyjar
BISL,64.00357,-16.9461,284,IS,Skaftafell,Hoefn
BISN,64.38535,-15.38513,59,IS,Svinafell,Hoefn
BISP,64.65206,-18.5007,2049,IS,Sprengisandur,Akureyri
BISR,64.62991,-21.49612,164,IS,Stori Kroppur,Borgarnes
BISS,64.0633,-21.57539,600,IS,Sandskeid,Mosfellsbaer
BIST,65.05561,-22.77478,41,IS,Stykkisholmur,Stykkisholmur
BISV,64.11343,-18.78994,1995,IS,Skalavatn,Vestmannaeyjar
BITE,65.87241,-23.57072,26,IS,Thingeyri,Isafjoerdur
BITF,65.67887,-24.01548,115,IS,Talknafjordur,Olafsvik
BITH,66.25018,-15.27915,7,IS,Thorshofn,Egilsstadir
BITM,63.6822,-19.59001,597,IS,Thorsmork,Vestmannaeyjar
BITN,66.21306,-15.3354,63,IS,Thorshofn,Egilsstadir
BITO,64.34823,-18.85471,1840,IS,Thorisos,Akureyri
BIVH,65.56089,-19.43766,26,IS,Varmahlid,Saudarkrokur
BIVI,63.42006,-18.89367,98,IS,Vik,Vestmannaeyjar
BIVM,63.42561,-20.28703,326,IS,Vestmannaeyjar,Vestmannaeyjar
BIVO,65.71738,-14.85604,8,IS,Vopnafjordur,Egilsstadir
BKPR,42.5857,21.03455,1789,XK,Pristina Intl,Glanica
CMJN,51.81813,-125.68877,1725,CA,Monarch Junction,Campbell River
CYAG,48.658,-93.44808,1125,US,Fort Frances Muni,International Falls
CYAL,50.57458,-126.90383,1,CA,Alert Bay,Tofino
CYAM,46.47819,-84.51333,630,US,Sault Ste Marie,Sault Ste. Marie
CYAU,44.22704,-64.86215,321,CA,Liverpool,Bridgewater
CYAV,50.06139,-97.03556,760,CA,Winnipeg St Andrews,Selkirk
CYAW,44.6494,-63.50571,167,CA,Shearwater,Cole Harbour
CYAX,50.29917,-96.00916,850,CA,Lac Du Bonnet,Lac du Bonnet
CYAY,51.39093,-56.09177,108,CA,St Anthony,Botwood
CYAZ,49.07623,-125.78187,80,CA,Tofino,Tofino
CYBA,51.21136,-115.5386,4583,CA,Banff,Banff
CYBB,68.53,-89.82222,56,CA,Kugaaruk,Gjoa Haven
CYBC,49.13092,-68.21957,71,CA,Baie Comeau,Baie-Comeau
CYBD,52.38583,-126.60445,117,CA,Bella Coola,Houston
CYBE,59.55995,-108.49161,1044,CA,Uranium City,Fort Smith
CYBF,54.30416,-110.75389,1836,CA,Bonnyville Regional,Bonnyville
CYBG,48.33278,-71.01583,522,CA,Bagotville,Saguenay
CYBK,64.30444,-96.08195,59,CA,Baker Lake,Rankin Inlet
CYBL,49.95556,-125.27834,346,CA,Campbell River,Campbell River
CYBP,50.63638,-111.92618,2490,CA,Brooks,Brooks
CYBQ,58.70464,-98.52285,902,CA,Tadoule Lake,Thompson
CYBR,49.90711,-99.96592,1343,CA,Brandon Muni,Brandon
CYBT,57.89375,-101.67221,1122,CA,Brochet,Flin Flon
CYBU,53.32937,-104.01314,1220,CA,Nipawin,Nipawin
CYBW,51.11306,-114.38028,3937,CA,Calgary Springbank,Cochrane
CYBX,51.43664,-57.19086,121,CA,Lourdes De Blanc Sablon,Saint-Augustin
CYCA,53.67967,-57.04941,40,CA,Cartwright,Saint-Augustin
CYCB,69.11222,-105.15361,90,CA,Cambridge Bay,Gjoa Haven
CYCC,45.09222,-74.57,175,CA,Cornwall Rgnl,Cornwall
CYCD,49.05924,-123.86997,93,CA,Nanaimo,Ladysmith
CYCE,43.28306,-81.51806,824,CA,Huron Airpark,South Huron
CYCG,49.30335,-117.63462,1624,CA,Castlegar,Castlegar
CYCH,47.00778,-65.46944,108,CA,Miramichi,Miramichi
CYCL,47.9925,-66.34333,132,CA,Charlo,Carleton-sur-Mer
CYCN,49.10861,-81.02194,861,CA,Cochrane,Iroquois Falls
CYCO,67.82056,-115.16111,74,CA,Kugluktuk,Kugluktuk
CYCP,52.11083,-119.29056,2240,CA,Blue River,Sicamous
CYCQ,55.68535,-121.63702,2000,CA,Chetwynd,Chetwynd
CYCS,63.35024,-90.74115,16,CA,Chesterfield Inlet,Rankin Inlet
CYCT,52.0775,-111.45055,2595,CA,Coronation,Hanna
CYCW,49.15194,-121.94722,32,CA,Chilliwack,Chilliwack
CYCY,70.48139,-68.52111,87,CA,Clyde River,Clyde River
CYCZ,50.34,-115.87583,2661,CA,Fairmont Hot Springs,Invermere
CYDA,64.03861,-139.13945,1215,CA,Dawson City,Dawson City
CYDB,61.3753,-139.05182,2647,CA,Burwash,Haines Junction
CYDC,49.46404,-120.51828,2298,CA,Princeton,Princeton
CYDF,49.20533,-57.40033,72,CA,Deer Lake,Deer Lake
CYDL,58.41667,-130.04388,2600,CA,Dease Lake,Watson Lake
CYDM,61.9722,-132.43678,2314,CA,Ross River,Whitehorse
CYDN,51.10722,-100.05805,999,CA,Dauphin Barker,Dauphin
CYDO,48.77899,-72.3852,372,CA,Dolbeau St Felicien,Albanel
CYDQ,55.74111,-120.19361,2148,CA,Dawson Creek,Dawson Creek
CYEA,50.93124,-110.00857,2200,CA,Empress,Kindersley
CYEE,44.68778,-79.9325,770,CA,Huronia,Midland
CYEG,53.30773,-113.59528,2373,CA,Edmonton Intl,Leduc
CYEK,61.09886,-94.07665,32,CA,Arviat,Rankin Inlet
CYEL,46.35361,-82.56972,1087,CA,Elliot Lake Muni,Elliot Lake
CYEM,45.83806,-81.85944,869,CA,Manitoulin East Muni,Little Current
CYEN,49.20793,-102.97622,1905,CA,Estevan Regional,Estevan
CYER,56.02321,-87.68216,42,CA,Ft Severn,Greenstone
CYES,47.49528,-68.48778,490,CA,Edmundston,Edmundston
CYET,53.57902,-116.47885,3041,CA,Edson,Edson
CYEU,79.99631,-85.84992,256,CA,Eureka,Gjoa Haven
CYEV,68.30319,-133.50528,224,CA,Inuvik Mike Zubko,Inuvik
CYEY,48.56805,-78.25777,1068,CA,Amos Magny,Amos
CYFB,63.76499,-68.57471,110,CA,Iqaluit,Iqaluit
CYFC,45.86298,-66.551,68,CA,Fredericton,Oromocto
CYFD,43.12389,-80.34667,815,CA,Brantford,Brant
CYFE,48.74381,-69.10698,293,CA,Forestville,Forestville
CYFJ,46.40192,-74.78179,827,CA,Mont Tremblant Intl Inc,Riviere-Rouge
CYFO,54.68482,-101.67983,997,CA,Flin Flon,Flin Flon
CYFR,61.18497,-113.69714,526,CA,Fort Resolution,Yellowknife
CYFS,61.76778,-121.24371,555,CA,Fort Simpson,Fort Nelson
CYGB,49.69872,-124.52148,305,CA,Texada/Gillies Bay,Powell River
CYGD,43.77111,-81.71639,712,CA,Goderich,Goderich
CYGE,51.30417,-116.98472,2575,CA,Golden,Golden
CYGH,66.24084,-128.66112,268,CA,Fort Good Hope,Norman Wells
CYGK,44.21833,-76.60083,305,CA,Kingston,Kingston
CYGL,53.62884,-77.71787,639,CA,La Grande Riviere,Matagami
CYGM,50.63611,-97.04945,753,CA,Gimli Industrial Park,Gimli
CYGP,48.77463,-64.48789,108,CA,Gaspe,Gaspe
CYGQ,49.77639,-86.94944,1144,CA,Geraldton Greenstone Regional,Greenstone
CYGR,47.42058,-61.7879,35,CA,Iles De La Madeleine,Souris
CYGS,55.76781,-124.69411,2800,CA,Germansen Landing,Burns Lake
CYGT,69.36991,-81.82697,98,CA,Igloolik,Rankin Inlet
CYGV,50.27917,-63.62,124,CA,Havre St Pierre,Havre-Saint-Pierre
CYGX,56.35333,-94.71967,476,CA,Gillam,Thompson
CYGZ,76.42867,-82.91582,656,CA,Grise Fjord,Gjoa Haven
CYHB,52.8149,-102.32166,1175,CA,Hudson Bay,Hudson Bay
CYHD,49.835,-92.75555,1354,CA,Dryden Rgnl,Dryden
CYHE,49.3667,-121.49164,128,CA,Hope,Hope
CYHF,49.70889,-83.69111,827,CA,Hearst Rene Fontaine Muni,Hearst
CYHI,70.7603,-117.82156,117,CA,Ulukhaktok Holman,Kugluktuk
CYHK,68.63911,-95.86369,154,CA,Gjoa Haven,Gjoa Haven
CYHM,43.18056,-79.95306,780,CA,John C Munro Hamilton Intl,Ancaster
CYHN,49.19056,-84.76528,1099,CA,Hornepayne Muni,Hornepayne
CYHR,50.46544,-59.6446,39,CA,Chevery,Saint-Augustin
CYHT,60.78457,-137.55398,2150,CA,Haines Junction,Haines Junction
CYHU,45.50972,-73.42861,90,CA,St Hubert,Brossard
CYHY,60.84721,-115.79614,543,CA,Hay River,Hay River
CYHZ,44.86901,-63.52461,477,CA,Halifax Intl,Cole Harbour
CYIB,48.77029,-91.64328,1408,CA,Atikokan Muni,Atikokan
CYID,44.54189,-65.79087,499,CA,Digby,Digby
CYIF,51.20543,-58.65709,20,CA,St Augustin,Saint-Augustin
CYIK,62.41417,-77.93333,126,CA,Ivujivik,Iqaluit
CYIO,72.67831,-77.97383,181,CA,Pond Inlet,Clyde River
CYIV,53.86007,-94.66104,776,CA,Island Lake,Red Lake
CYJA,52.99182,-118.05528,3350,CA,Jasper,Jasper Park Lodge
CYJF,60.2316,-123.47305,706,CA,Fort Liard,Fort Nelson
CYJM,54.40028,-124.27055,2364,CA,Fort St James,Vanderhoof
CYJN,45.2925,-73.28943,136,CA,St Jean,Saint-Jean-sur-Richelieu
CYJP,61.32193,-117.60752,530,CA,Fort Providence,Hay River
CYJQ,52.1394,-128.0637,162,CA,Bella Bella Denny Island,Kitimat
CYJT,48.54028,-58.56944,80,CA,Stephenville,Stephenville
CYKA,50.70431,-120.45711,1133,CA,Kamloops,Kamloops
CYKC,58.23008,-103.68492,1341,CA,Collins Bay,La Ronge
CYKD,68.22694,-135.01083,23,CA,Aklavik,Fort McPherson
CYKF,43.45694,-80.39056,1054,CA,Waterloo,Cambridge
CYKJ,57.24887,-105.62663,1670,CA,Key Lake,La Ronge
CYKL,54.81059,-66.81082,1709,CA,Schefferville,Labrador City
CYKO,60.81639,-78.1575,75,CA,Akulivik,Iqaluit
CYKX,48.20825,-79.98998,1157,CA,Kirkland Lake,Kirkland Lake
CYKY,51.51832,-109.18826,2277,CA,Kindersley,Kindersley
CYKZ,43.86444,-79.37334,650,CA,Buttonville Muni,Richmond Hill
CYLB,54.77528,-112.04222,1884,CA,Lac La Biche,Lac La Biche
CYLD,47.82194,-83.35694,1470,CA,Chapleau,Thessalon
CYLJ,54.12482,-108.53369,1576,CA,Meadow Lake,Meadow Lake
CYLL,53.30917,-110.08472,2193,CA,Lloydminster,Lloydminster
CYLQ,47.40278,-72.7875,548,CA,La Tuque,La Tuque
CYLR,56.51778,-99.98472,959,CA,Leaf Rapids,Thompson
CYLT,82.51278,-62.32333,100,GL,Alert,Upernavik
CYLW,49.96608,-119.37914,1409,CA,Kelowna,Kelowna
CYMA,63.61636,-135.88325,1653,CA,Mayo,Whitehorse
CYMD,76.23704,-119.3481,40,CA,Mould Bay,Kugluktuk
CYME,48.85392,-67.46242,102,CA,Matane,Matane
CYMG,49.08028,-85.86556,1198,CA,Manitouwadge,Marathon
CYMH,52.30195,-55.85111,38,CA,Marys Harbour,Saint-Augustin
CYMJ,50.33813,-105.57548,1892,CA,Moose Jaw Air Vice Marshal C M Mcewen,Moose Jaw
CYML,47.60111,-70.23111,977,CA,Charlevoix,La Malbaie
CYMM,56.6525,-111.23695,1211,CA,Fort Mcmurray,Fort McMurray
CYMO,51.2881,-80.60894,30,CA,Moosonee,Iroquois Falls
CYMT,49.76402,-74.53448,1270,CA,Chapais,Chibougamau
CYMW,46.26799,-75.99284,656,CA,Maniwaki,Maniwaki
CYMX,45.67111,-74.02167,270,CA,Montreal Mirabel Intl,Mirabel
CYMY,50.71861,-93.39194,1269,CA,Ear Falls,Ear Falls
CYNA,50.19296,-61.79743,39,CA,Natashquan,Havre-Saint-Pierre
CYND,45.51962,-75.57491,211,CA,Gatineau,Gatineau
CYNE,53.95556,-97.85138,731,CA,Norway House,Thompson
CYNH,56.03361,-121.98805,2220,CA,Hudsons Hope,Chetwynd
CYNJ,49.09775,-122.62761,34,CA,Langley,Langley
CYNL,58.28327,-104.08614,1605,CA,Points North Landing,La Ronge
CYNM,49.76646,-77.81009,918,CA,Matagami,Matagami
CYOC,67.56611,-139.855,824,CA,Old Crow,Dawson City
CYOD,54.41889,-110.30473,1775,CA,Cold Lake,Cold Lake
CYOJ,58.6275,-117.17056,1110,CA,High Level,High Level
CYOO,43.92444,-78.90389,459,CA,Oshawa,Oshawa
CYOP,58.49353,-119.41947,1759,CA,Rainbow Lake,High Level
CYOS,44.59556,-80.83889,1007,CA,Billy Bishop Rgnl,Owen Sound
CYOW,45.32709,-75.68582,374,CA,Ottawa Macdonald Cartier Intl,Ottawa
CYPA,53.218,-105.68481,1405,CA,Prince Albert (Glass Field),Prince Albert
CYPC,69.35598,-124.06391,18,CA,Paulatuk,Norman Wells
CYPD,45.65653,-61.37815,377,CA,Port Hawkesbury,Port Hawkesbury
CYPE,56.22333,-117.45778,1873,CA,Peace River,Grimshaw
CYPG,49.90667,-98.28389,885,CA,Southport,Portage la Prairie
CYPH,58.47549,-78.06976,78,CA,Inukjuak,Matagami
CYPK,49.21467,-122.72246,11,CA,Pitt Meadows,Pitt Meadows
CYPL,51.44651,-90.22492,1267,CA,Pickle Lake,Dryden
CYPN,49.83639,-64.29889,167,CA,Port Menier,Havre-Saint-Pierre
CYPQ,44.22845,-78.37488,628,CA,Peterborough,Peterborough
CYPR,54.29334,-130.45165,116,CA,Prince Rupert,Prince Rupert
CYPS,50.30183,-122.74609,670,CA,Pemberton,Pemberton
CYPT,41.78056,-82.68417,572,US,Pelee Island,Sandusky
CYPU,52.1096,-124.15707,2985,CA,Puntzi Mountain,Hanceville
CYPW,49.83472,-124.50555,425,CA,Powell River,Powell River
CYPX,60.04389,-77.28306,74,CA,Puvirnituq,Iqaluit
CYPY,58.76278,-111.1275,761,CA,Fort Chipewyan,Fort Smith
CYPZ,54.38151,-125.95951,2343,CA,Burns Lake,Burns Lake
CYQA,44.98452,-79.30882,925,CA,Muskoka,Bracebridge
CYQB,46.78222,-71.40639,244,CA,Quebec Jean Lesage Intl,L'Ancienne-Lorette
CYQD,53.97694,-101.10107,887,CA,The Pas,The Pas
CYQF,52.19361,-113.89306,2968,CA,Red Deer Regional,Penhold
CYQG,42.27334,-82.97056,622,CA,Windsor,Windsor
CYQH,60.12,-128.83472,2255,CA,Watson Lake,Watson Lake
CYQI,43.8175,-66.0975,141,CA,Yarmouth,Yarmouth
CYQK,49.78661,-94.37506,1332,US,Kenora,Baudette
CYQL,49.62361,-112.81528,3047,CA,Lethbridge,Lethbridge
CYQM,46.10665,-64.69495,232,CA,Greater Moncton Intl,Dieppe
CYQN,50.18222,-86.70361,1057,CA,Nakina,Greenstone
CYQQ,49.72074,-124.90157,83,CA,Comox,Courtenay
CYQR,50.43928,-104.67089,1894,CA,Regina Intl,Regina
CYQS,42.77202,-81.11923,778,CA,St Thomas Muni,St. Thomas
CYQT,48.37019,-89.33365,653,CA,Thunder Bay,Thunder Bay
CYQU,55.18611,-118.89799,2195,CA,Grande Prairie,Grande Prairie
CYQV,51.26066,-102.46961,1635,CA,Yorkton Muni,Yorkton
CYQW,52.77416,-108.25079,1799,CA,North Battleford (Cameron Mcintosh),North Battleford
CYQX,48.92083,-54.56833,496,CA,Gander Intl,Gambo
CYQY,46.15374,-60.06119,203,CA,Sydney,Glace Bay
CYQZ,53.03257,-122.5167,1789,CA,Quesnel,Quesnel
CYRA,64.11922,-117.3168,757,CA,Rae Lakes,Yellowknife
CYRB,74.72554,-94.97709,215,CA,Resolute Bay,Gjoa Haven
CYRC,48.51944,-71.06222,543,CA,St Honore,Saguenay
CYRI,47.7575,-69.59167,427,CA,Riviere Du Loup,Riviere-du-Loup
CYRJ,48.52556,-72.27194,586,CA,Roberval,Roberval
CYRL,51.06583,-93.80389,1265,CA,Red Lake,Red Lake
CYRM,52.43597,-114.91105,3244,CA,Rocky Mountain House,Rocky Mountain House
CYRO,45.45917,-75.65222,188,CA,Rockcliffe,Gatineau
CYRP,45.31861,-76.02972,382,CA,Carp,Bells Corners
CYRQ,46.34572,-72.68564,199,CA,Trois Rivieres,Sainte-Catherine
CYRT,62.81655,-92.12977,94,CA,Rankin Inlet,Rankin Inlet
CYRV,50.97152,-118.19036,1459,CA,Revelstoke,Revelstoke
CYSA,43.41087,-80.93994,1215,CA,Stratford Municipal,Stratford
CYSB,46.6175,-80.80473,1141,CA,Sudbury,Greater Sudbury
CYSC,45.44246,-71.70161,792,CA,Sherbrooke,East Angus
CYSE,49.77881,-123.15886,171,CA,Squamish,Lions Bay
CYSF,59.25236,-105.82838,805,CA,Stony Rapids,La Ronge
CYSG,46.09151,-70.72188,893,CA,St Georges,Beauceville
CYSH,44.94219,-75.94614,416,CA,Russ Beach,Smiths Falls
CYSJ,45.30253,-65.89484,357,CA,Saint John,Saint John
CYSL,47.16233,-67.83954,793,CA,St Leonard,Saint-Leonard
CYSM,60.0275,-111.9725,671,CA,Fort Smith,Fort Smith
CYSN,43.18792,-79.1786,321,CA,Niagara District,St. Catharines
CYSP,48.76,-86.34806,1035,CA,Marathon,Marathon
CYSQ,59.58807,-133.66169,2348,US,Atlin,Juneau
CYSR,72.98358,-84.64267,2106,CA,Nanisivik,Gjoa Haven
CYST,53.84198,-94.85718,773,CA,St Theresa Point,Red Lake
CYSU,46.43139,-63.84278,56,CA,Summerside,Summerside
CYSW,49.83879,-114.88259,3800,CA,Sparwood Elk Valley,Sparwood
CYSY,71.99333,-125.26,282,CA,Sachs Harbour,Norman Wells
CYSZ,49.12278,-66.53639,0,CA,Squirrel Cove,Sainte-Anne-des-Monts
CYTA,45.87083,-77.25555,529,CA,Pembroke,Petawawa
CYTB,61.68476,-110.61608,1540,CA,Koala,Fort Smith
CYTE,64.23354,-76.53482,164,CA,Cape Dorset,Iqaluit
CYTF,48.51111,-71.65,445,CA,Alma,Alma
CYTH,55.79641,-97.87474,729,CA,Thompson,Thompson
CYTN,45.60708,-62.62813,319,CA,Trenton,New Glasgow
CYTR,44.10889,-77.54222,283,CA,Trenton,Quinte West
CYTS,48.56306,-81.37889,967,CA,Timmins,Timmins
CYTZ,43.62747,-79.40336,251,CA,Toronto City Centre,Toronto
CYUB,69.43722,-133.0425,15,CA,Tuktoyaktuk,Inuvik
CYUL,45.46111,-73.76583,117,CA,Montreal Pierre E Trudeau Intl,Dorval
CYUT,66.52578,-86.22852,80,CA,Repulse Bay,Rankin Inlet
CYUX,68.77989,-81.25968,27,CA,Hall Beach,Rankin Inlet
CYUY,48.20105,-78.84886,988,CA,Rouyn Noranda,Rouyn-Noranda
CYVB,48.07454,-65.47132,123,CA,Bonaventure,Bonaventure
CYVC,55.15814,-105.26011,1242,CA,La Ronge (Barber Field),La Ronge
CYVG,53.35806,-110.82972,2025,CA,Vermilion,Vermilion
