icao,lat,lon,alt,country,name,location
SSDB,-22.03757,-53.73457,1280,BR,Fazenda Kurupay,Bataipora
SSDC,-26.29507,-53.63048,2723,AR,Dionisio Cerqueira,Bernardo de Irigoyen
SSDE,-21.98276,-54.24016,1083,BR,Fazenda Barra Dourada,Rio Brilhante
SSDF,-20.10253,-57.34697,312,BR,Fazenda Sao Jose,Miranda
SSDG,-9.35105,-45.5644,1962,BR,Fazenda Nazare,Gilbues
SSDH,-20.20172,-57.06599,541,BR,Fazenda Caranday,Miranda
SSDI,-5.65529,-43.70825,584,BR,Fazenda Bacatuba,Buriti Bravo
SSDJ,-19.05279,-54.06682,1252,BR,Fazenda Bonanza,Camapua
SSDK,-22.59221,-53.69248,1099,BR,Fazenda Vista Alegre,Porto Barra do Ivinheima
SSDL,-8.00422,-45.34204,1588,BR,Fazenda Ribeirao,Balsas
SSDM,-30.82294,-55.57971,1073,BR,Aeroclube De Santana Do Livramento,Santana do Livramento
SSDN,-9.10384,-45.42072,1932,BR,Fazenda Galileia,Gilbues
SSDP,-30.99771,-54.6711,443,BR,Dom Pedrito,Dom Pedrito
SSDQ,-20.18571,-56.6372,446,BR,Fazenda Marema,Miranda
SSDS,-13.70209,-50.64961,935,BR,Fazenda Bandeirantes,Sao Miguel do Araguaia
SSDT,-7.94205,-50.18065,794,BR,Fazenda Pau D`Arco,Conceicao do Araguaia
SSDU,-17.99577,-54.22534,1309,BR,Fazenda Modelo,Coxim
SSDV,-18.21117,-55.466,508,BR,Fazenda Santa Maria,Coxim
SSDW,-12.91794,-55.52115,1197,BR,Fazenda Potrich,Sinop
SSDX,-30.99738,-51.70178,33,BR,Fazenda Da Coxilha,Camaqua
SSDY,-16.15805,-53.01394,1411,BR,Fazenda Duas Irmas,Guiratinga
SSDZ,-23.13052,-54.63551,1312,BR,Fazenda Divisao,Costa Rica
SSEA,-22.22051,-54.74297,1470,BR,Spessato Aviacao Agricola,Dourados
SSEB,-13.77159,-46.7755,1440,BR,Mata Serena,Iaciara
SSED,-17.95936,-54.42167,1132,BR,Fazenda Escalada,Coxim
SSEE,-29.45535,-51.93615,105,BR,Regional Do Vale Do Taquari,Lajeado
SSEF,-21.32964,-47.23108,4632,BR,Fazenda Passaredo,Cajuru
SSEG,-31.9434,-52.48303,33,BR,Estancia Da Gruta,Pelotas
SSEH,-17.95564,-53.25151,2946,BR,Fazenda Pantera,Alto Araguaia
SSEI,-20.334,-56.70048,489,BR,Fazenda Santo Andre,Miranda
SSEK,-20.02054,-53.25504,1299,BR,Fazenda Lontra,Ribas do Rio Pardo
SSEL,-20.1725,-52.93559,1601,BR,Fazenda Jatiuca,Ribas do Rio Pardo
SSEO,-20.7307,-53.57949,1299,BR,Fazenda Mimoso,Ribas do Rio Pardo
SSEP,-30.17879,-53.58384,502,BR,Sao Sepe,Sao Sepe
SSEQ,-21.91936,-53.94118,1099,BR,Fazenda Rio Brilhante,Rio Brilhante
SSER,-27.65861,-52.27361,2498,BR,Erechim,Erechim
SSES,-30.5613,-52.58421,1460,BR,Encruzilhada Do Sul,Encruzilhada do Sul
SSET,-21.69533,-47.3189,2451,BR,Tambau,Tambau
SSEU,-7.2871,-56.58273,915,BR,Monte Carmelo,Jacareacanga
SSEV,-18.08884,-57.13369,289,BO,Sao Camilo,Puerto Quijarro
SSEW,-23.14307,-48.31265,3084,BR,Sitio Limoeiro,Porangaba
SSEX,-19.97115,-56.31315,361,BR,Estancia Caiman,Miranda
SSEY,-29.43582,-56.30529,197,BR,Estancia Itapororo,Itaqui
SSEZ,-28.73956,-52.85931,1198,BR,Espumoso,Espumoso
SSFA,-25.98352,-51.64774,3645,BR,Foz Do Areia,Pinhao
SSFB,-26.06223,-53.06921,2100,BR,Francisco Beltrao,Francisco Beltrao
SSFC,-18.28317,-51.23691,1969,BR,Fazenda Cerradao,Cacu
SSFD,-23.00621,-54.70174,1224,BR,Fazenda Acaraja,Caarapo
SSFE,-25.46526,-54.59877,558,PY,Estancia Hercules,Ciudad del Este
SSFF,-21.18222,-54.29328,1204,BR,Fazenda Sao Francisco,Rio Brilhante
SSFG,-22.66254,-52.1344,925,BR,Fazenda Guanabara,Teodoro Sampaio
SSFH,-19.78528,-47.81138,2438,BR,Vale Dos Dinossauros,Uberaba
SSFI,-22.19474,-55.5847,1837,BR,Fazenda Itamarati,Ponta Pora
SSFJ,-20.81151,-54.62063,1435,BR,Fazenda Retiro Da Cachoeira,Sidrolandia
SSFK,-19.9098,-57.78141,259,BR,Forte Coimbra,Corumba
SSFL,-7.10025,-40.63374,1466,BR,Joao Pereira Dos Santos Filho,Ipueiras
SSFM,-23.54062,-50.0995,1526,BR,Fazenda Marimbondo,Santo Antonio da Platina
SSFN,-22.62256,-54.92737,1706,BR,Fazenda Novilho,Caarapo
SSFO,-20.04326,-56.32121,354,BR,Fazenda Novo Horizonte,Miranda
SSFP,-20.86099,-52.17824,1145,BR,Fazenda Sao Paulo,Tres Lagoas
SSFQ,-21.31555,-54.73832,1608,BR,Fazenda Barra Nova,Sidrolandia
SSFR,-20.28366,-49.19605,1598,BR,Fronteira,Nova Granada
SSFU,-23.84405,-54.81721,1739,PY,Fazenda Ligacao,Corpus Christi
SSFV,-20.20424,-53.78341,1509,BR,Fazenda Recreio 3,Ribas do Rio Pardo
SSFW,-18.67555,-54.39679,1063,BR,Fazenda Grotao,Coxim
SSFX,-23.45573,-50.57951,2239,BR,Fazenda Primavera,Assai
SSGA,-29.26536,-51.53614,2231,BR,Garibaldi,Garibaldi
SSGB,-25.88608,-48.6121,49,BR,Guaratuba,Guaratuba
SSGC,-20.45878,-55.75728,566,BR,General Canrobert Pereira Da Costa,Aquidauana
SSGE,-20.51051,-51.84236,1180,BR,Fazenda Periquitos,Tres Lagoas
SSGF,-20.20493,-53.22577,1575,BR,Fazenda Formosa,Ribas do Rio Pardo
SSGG,-21.03093,-57.49754,381,PY,Fazenda Jacare De Chifre,Fuerte Olimpo
SSGH,-20.07409,-56.07334,410,BR,Fazenda Capao Verde,Miranda
SSGI,-30.05992,-51.44216,33,BR,Astral,Guaiba
SSGJ,-17.24937,-56.28049,331,BR,Fazenda Poleiro Grande,Lucas
SSGK,-21.46009,-55.45986,1699,BR,Fazenda Volta Grande,Maracaju
SSGL,51.4512,-126.14089,7349,CA,Silverthrone Glacier Strip,Campbell River
SSGM,-21.69432,-56.56624,1151,BR,Fazenda Seriema,Bela Vista
SSGN,-23.23473,-54.54236,1401,BR,Fazenda Guaiba,Costa Rica
SSGO,-19.42587,-54.5913,2211,BR,Rosada,Camapua
SSGP,-15.8545,-47.8096,3281,BR,Piquet,Brasilia
SSGQ,-21.76716,-54.32306,709,BR,Fazenda Capivari,Rio Brilhante
SSGR,-28.89308,-51.86071,1555,BR,Guapore,Guapore
SSGS,-15.4027,-54.18318,1975,BR,Fazenda Falcao,Poxoreo
SSGT,-21.69648,-54.81746,1050,BR,Fazenda Capao Alto,Rio Brilhante
SSGU,-23.19618,-53.33102,886,BR,Fazenda Gurucaia,Loanda
SSGV,-27.86249,-52.19163,2149,BR,Getulio Vargas,Erechim
SSGW,-24.22394,-53.04744,1608,BR,Goio Ere,Moreira Sales
SSGX,-19.57234,-56.24517,312,BR,Fazenda Rio Negro,Miranda
SSGY,-24.08406,-54.19716,889,PY,Guaira,Salto del Guaira
SSGZ,-22.89926,-53.86965,1050,BR,Fazenda Santa Helena Do Pindo,Porto Barra do Ivinheima
SSHA,-20.48487,-55.7734,620,BR,Aeroclube De Aquidauana,Aquidauana
SSHB,-23.32323,-53.47202,1007,BR,Fazenda Serra Dourada,Porto Barra do Ivinheima
SSHC,-23.42886,-50.17066,1447,BR,Capitao Pedro Paranhos,Santo Antonio da Platina
SSHD,-22.00188,-54.90468,1368,BR,Fazenda Bipandora Ii,Dourados
SSHF,-18.02999,-57.48422,328,BO,Sitio Serra Negra,Puerto Quijarro
SSHG,-22.35672,-55.76948,2281,BR,Hyran Garcete,Ponta Pora
SSHI,-23.26512,-54.03918,1237,BR,Fazenda Dom Francisco,Navirai
SSHJ,-22.26421,-55.4911,1686,BR,Retiro Santa Rita,Ponta Pora
SSHK,-22.59429,-55.57398,1968,BR,Fazenda Jaguarandy,Ponta Pora
SSHL,-23.57615,-52.41207,1213,BR,Fazenda Jussara,Terra Boa
SSHN,-23.24565,-51.88041,1637,BR,Recanto Das Aguias,Maringa
SSHO,-18.65841,-44.85416,2208,BR,Fazenda Santa Fe,Curvelo
SSHQ,-20.56135,-54.86896,1280,BR,Fazenda Paraiso,Terenos
SSHT,-10.12781,-56.72178,853,BR,Ingazeira,Alta Floresta
SSHU,-19.45723,-56.04851,426,BR,Fazenda Centenario,Miranda
SSHW,-23.41307,-54.01378,1056,BR,Fazenda Maracai,Navirai
SSHX,-23.91952,-55.30349,1368,BR,Fazenda Jatoba,Paranhos
SSHZ,-27.63464,-54.34239,1063,BR,Horizontina,Horizontina
SSIA,-8.42568,-45.33592,1739,BR,Ipe,Balsas
SSIB,-19.47856,-52.81602,1574,BR,Fazenda Suely,Paraiso das Aguas
SSIC,-22.31,-54.82411,1405,BR,Aplic Aviacao Agricola Ltda,Dourados
SSID,-22.2753,-53.3891,1135,BR,Independencia,Bataipora
SSIE,-20.60385,-54.60741,1729,BR,Teruel Ipanema Estancia,Campo Grande
SSIF,-23.55548,-54.03755,970,BR,Fazenda Baunilha,Eldorado
SSIG,-20.26702,-55.73138,617,BR,Fazenda Santa Maria,Aquidauana
SSIH,-20.9486,-52.72646,1296,BR,Fazenda Fortaleza,Panorama
SSII,-22.01989,-56.32493,1001,BR,Fazenda Orion,Bela Vista
SSIJ,-28.3631,-53.84858,1197,BR,Ijui,Ijui
SSIM,-30.25279,-55.84145,764,BR,Boqueirao Alegre,Alegrete
SSIO,-31.49789,-53.69271,741,BR,Candiota,Pinheiro Machado
SSIP,-21.19461,-57.04206,919,BR,Fazenda Santa Otilia,Bonito
SSIQ,-29.16844,-56.54259,230,BR,Itaqui,Itaqui
SSIR,-28.60517,-53.08263,1344,BR,Ibiruba,Ibiruba
SSIS,-24.53976,-49.92507,3501,BR,Pirai Do Sul,Pirai do Sul
SSIT,-25.49861,-50.65556,2930,BR,Irati,Irati
SSIU,-30.13334,-52.36839,32,BR,Sitio Enel,Rio Pardo
SSIV,-22.30213,-53.83451,1194,BR,Fazenda Experimental,Bataipora
SSIW,-19.97973,-56.43591,344,BR,Fazenda Damaro,Miranda
SSIX,-22.65565,-53.50731,984,BR,Fazenda Campo Verde,Porto Barra do Ivinheima
SSIY,-21.53294,-49.74339,1411,BR,Fazenda Santa Adelina,Promissao
SSJA,-27.16796,-51.55829,2546,BR,Joacaba,Joacaba
SSJB,-18.86022,-54.34833,1253,BR,Salenco,Rio Verde de Mato Grosso
SSJC,-29.98556,-51.30299,26,BR,Fazenda Do Jacui,Porto Alegre
SSJE,-23.14684,-49.94905,1749,BR,Jacarezinho,Jacarezinho
SSJG,-21.21955,-57.68172,351,PY,Fazenda Santa Ana,Fuerte Olimpo
SSJH,-22.16815,-53.57766,787,BR,Fazenda Guarani,Bataipora
SSJI,-21.48884,-56.15352,1053,BR,Jardim,Jardim
SSJJ,-21.81055,-53.13085,1377,BR,Fazenda Tupi,Bataipora
SSJK,-29.15203,-53.74913,1631,BR,Julio De Castilos,Julio de Castilhos
SSJL,-19.35121,-53.77221,1706,BR,Fazenda Jamaica,Camapua
SSJM,-18.8559,-52.5034,2621,BR,Fazenda Julio Martins,Paraiso das Aguas
SSJO,-19.37936,-57.45306,511,BR,Fazenda Angico,Ladario
SSJP,-22.8964,-51.93258,1428,BR,Fazenda Junqueira 2,Colorado
SSJQ,-12.81157,-51.88183,1266,BR,Fazenda Floresta,Sao Miguel do Araguaia
SSJR,-32.54249,-53.39014,66,BR,Jaguarao,Jaguarao
SSJT,-20.84476,-53.20879,1082,BR,Fazenda Rio Lagoa,Ribas do Rio Pardo
SSJU,-19.38372,-52.31269,1200,BR,Fazenda Santa Paula,Cassilandia
SSJV,-17.94547,-56.48023,150,BO,Piratininga,Puerto Quijarro
SSJW,-21.78052,-53.89522,1017,BR,Fazenda Jauru,Rio Brilhante
SSJX,-19.47462,-57.01657,150,BR,Sao Bento,Ladario
SSJY,-17.71041,-56.21796,150,BR,Sao Joao,Lucas
SSJZ,-24.05548,-54.00627,1000,BR,Fazenda Tres Unidos,Altania
SSKA,-18.90823,-56.35946,328,BR,Fazenda Campinas,Ladario
SSKB,-19.47197,-56.37973,312,BR,Fazenda Tupanciretan,Miranda
SSKC,-19.29145,-52.06348,1758,BR,Fazenda Uniao,Cassilandia
SSKD,-19.74635,-55.47045,410,BR,Fazenda Uniao,Aquidauana
SSKE,-23.1245,-53.07658,984,BR,Campo Evelina,Loanda
SSKF,-23.33307,-53.87101,1180,BR,Porto Bonito,Navirai
SSKG,-20.50856,-54.52959,2028,BR,Estancia Santa Maria,Campo Grande
SSKH,-22.91331,-55.5424,1853,PY,Fazenda Karl Hermann Isenberg,Capitan Bado
SSKI,-23.34043,-50.58746,1673,BR,Fazenda Santa Helena,Assai
SSKJ,-24.30307,-51.41403,1575,BR,Fazenda Mestica,Candido de Abreu
SSKK,-29.76522,-50.04014,33,BR,Capao Da Canoa,Capao da Canoa
SSKL,-23.41051,-55.22761,1542,PY,Fazenda Piao,Capitan Bado
SSKM,-24.01563,-52.357,1854,BR,Campo Mourao,Campo Mourao
SSKN,-27.66832,-53.81413,1460,BR,Campo Novo,Santo Augusto
SSKO,-20.47452,-55.83711,544,BR,Independencia,Anastacio
SSKP,-24.31238,-53.84247,1050,BR,Copacel,Palotina
SSKQ,-14.54556,-50.46276,1000,BR,Fazenda Santa Rosa,Mozarlandia
SSKR,-17.17261,-50.82717,2306,BR,Fazenda Primavera,Parauna
SSKS,-30.00041,-52.94582,253,BR,Cachoeira Do Sul,Cachoeira do Sul
SSKT,-27.61574,-48.67362,20,BR,Aeroclube De Santa Catarina,Palhoca
SSKU,-27.28269,-50.61642,3130,BR,Curitibanos,Curitibanos
SSKV,-22.39946,-55.4873,1738,BR,Retiro Sao Joao,Ponta Pora
SSKW,-11.48563,-61.1808,807,BR,Cacoal,Pimenta Bueno
SSKX,-19.86756,-50.65731,1250,BR,Fazenda Sao Luiz Do Matao,Jales
SSKY,-14.4697,-58.35918,2362,BR,Fazenda Querencia,Nova Olimpia
SSKZ,-28.32141,-52.82482,1854,BR,Carazinho,Carazinho
SSLA,-28.38288,-48.74578,20,BR,Laguna,Laguna
SSLB,-19.02682,-55.92825,394,BR,Fazenda Sao Paulino,Rio Verde de Mato Grosso
SSLC,-22.6774,-55.23699,1755,BR,Fazenda Laguna Caren,Caarapo
SSLD,-18.64749,-56.75974,328,BR,Fazenda Lourdes,Ladario
SSLE,-12.42584,-55.68887,1224,BR,Lagoa Vermelha,Sinop
SSLF,-22.54715,-53.42903,885,BR,Fazenda Palmeira,Bataipora
SSLG,-28.38,-55.04206,653,BR,Sao Luis Gonzaga,Sao Luiz Gonzaga
SSLH,-5.33818,-57.76458,397,BR,Doze De Outubro,Jacareacanga
SSLI,-30.83098,-55.6286,1096,UY,Santana Do Livramento,Rivera
SSLJ,-14.26966,-47.02663,1434,BR,Fazenda Santa Izabel,Iaciara
SSLK,-18.2206,-55.16072,394,BR,Fazenda Aldeia,Coxim
SSLL,-22.24024,-55.93324,1788,BR,Fazenda Itaguassu,Ponta Pora
SSLN,-27.16294,-49.54701,1096,BR,Helmuth Baungartem,Rio do Sul
SSLO,-22.92097,-53.1524,1542,BR,Loanda,Loanda
SSLP,-21.9153,-57.64637,299,BR,Fazenda Lucero Pora,Porto Murtinho
SSLQ,-22.78088,-55.07691,1362,BR,Fazenda Campanario,Caarapo
SSLR,-19.10793,-57.59361,413,BR,Ocorema,Ladario
SSLS,-25.51849,-52.56222,2087,BR,Salto Santiago,Laranjeiras do Sul
SSLT,-29.80906,-55.89807,459,BR,Alegrete Novo,Alegrete
SSLU,-21.52038,-56.61303,754,BR,Fazenda Aurora,Bonito
SSLW,-21.97601,-56.79729,853,BR,Fazenda Tres Cerros,Bela Vista
SSLX,-22.70952,-54.60866,1296,BR,Fazenda Brasilia Do Sul,Caarapo
SSLZ,-22.52415,-53.66421,1296,BR,Fazenda Vitoria Do Ivinhema,Porto Barra do Ivinheima
SSMC,-22.08438,-53.52254,1209,BR,Fazenda Sao Miguel Da Catequese,Bataipora
SSMD,-25.30847,-54.07582,1473,BR,Medianeira,Medianeira
SSME,-20.98507,-55.56618,804,BR,Fazenda Ipiranga,Anastacio
SSMF,-26.16291,-49.83306,2687,BR,Mafra,Mafra
SSMH,-31.92698,-52.46527,66,BR,Fazenda Santa Maria,Pelotas
SSMI,-22.0869,-56.30359,1148,PY,Fazenda Morrinhos,Bella Vista
SSMJ,-21.63838,-55.14466,1283,BR,Maracaju,Maracaju
SSMK,-30.07361,-51.4106,20,BR,El Dorado,Guaiba
SSML,-23.59828,-54.64961,1083,BR,Fazenda Maria Luiza,Iguatemi
SSMN,-8.88119,-57.3317,1640,BR,Kururuzinho,Alta Floresta
SSMP,-23.67524,-52.01199,1391,BR,Fazenda Tres Minas,Paicandu
SSMR,-24.52388,-51.64982,2822,BR,Manoel Ribas,Pitanga
SSMS,-22.86306,-55.49648,1522,PY,Fazenda Rancho Esperanca,Pedro Juan Caballero
SSMT,-31.10778,-50.91389,59,BR,Mostardas,Tapes
SSMV,-22.03965,-47.56242,2434,BR,Fazenda Boa Vista,Pirassununga
SSMW,-24.31789,-47.01342,49,BR,Ica,Peruibe
SSMX,-21.12423,-46.42613,3868,BR,Fazenda Planalto,Alpinopolis
SSMY,-25.3961,-54.26746,951,BR,Sao Miguel Do Iguacu,Sao Miguel do Iguacu
SSMZ,-13.91266,-59.98639,1070,BR,Fazenda Sao Mateus,Vilhena
SSNA,-19.9045,-56.44309,436,BR,Estancia Miranda,Miranda
SSNB,-23.03547,-54.18625,1329,BR,Navirai,Navirai
SSNC,-18.71609,-51.87281,1877,BR,Fazenda Correntao,Cassilandia
SSND,-11.17093,-52.82322,1119,BR,Santa Maria,Sinop
SSNE,-17.12988,-56.39302,371,BR,Santa Maria,Pocone
SSNF,-20.32706,-48.81153,1739,BR,Fazenda Naisa,Frutal
SSNG,-29.71736,-51.49344,125,BR,Montenegro,Montenegro
SSNH,-29.7012,-51.08232,66,BR,Novo Hamburgo,Novo Hamburgo
SSNI,-22.98974,-53.87803,1247,BR,Fazenda Novo Rumo,Porto Barra do Ivinheima
SSNJ,-29.11734,-53.22303,1063,BR,Nova Jacui,Julio de Castilhos
SSNK,-16.84743,-54.07687,2362,BR,Sementes Petrovina,Guiratinga
SSNL,-14.31826,-55.77228,1818,BR,Fazenda Essencia,Diamantino
SSNM,-9.96152,-54.88636,968,BR,Guaranta,Alta Floresta
SSNN,-17.19765,-45.78185,1749,BR,Salvaterra Ii,Joao Pinheiro
SSNO,-27.37164,-52.73445,1968,BR,Nonoai,Chapeco
SSNP,-28.80025,-51.60878,2264,BR,Nova Prata,Nova Prata
SSNQ,-21.17918,-55.83158,981,BR,Nioaque,Guia Lopes da Laguna
SSNR,-18.3138,-54.93699,754,BR,Fazenda Novo Horizonte,Coxim
SSNT,-23.28941,-55.05802,1289,BR,Fazenda Rosa Mistica,Costa Rica
SSNU,-22.24084,-48.02938,2582,BR,Santa Isabel,Brotas
SSNV,-19.23548,-57.03037,285,BR,Fazenda Novo Horizonte,Ladario
SSNW,-12.30006,-45.52092,2408,BR,Fazenda Buriti,Barreiras
SSNY,-17.18858,-58.21904,541,BO,Fazenda Florida,Puerto Quijarro
SSOC,-19.03504,-56.95365,305,BR,Fazenda Sans Souci - Sede,Ladario
SSOD,-20.24512,-56.41909,374,BR,Fazenda Pouso Alegre,Miranda
SSOE,-26.77605,-53.50543,2180,AR,Sao Miguel Do Oeste,Bernardo de Irigoyen
SSOF,-15.19238,-43.53158,1575,BR,Fazenda Vale Da Serra,Barreiro do Jaiba
SSOG,-23.34885,-51.49567,2599,BR,Arapongas,Arapongas
SSOI,-22.30362,-48.77618,1788,BR,Pederneiras,Pederneiras
SSOJ,-19.98052,-51.73908,1476,BR,Fazenda Estrela,Ilha Solteira
SSOK,-23.21481,-51.19039,1932,BR,14 Bis,Londrina
SSOL,-21.24646,-44.96745,3146,BR,Lavras,Lavras
SSON,-23.78749,-55.0326,1476,PY,Fazenda Joalice,Corpus Christi
SSOO,-22.33919,-49.54547,1903,BR,Estancia J.D.S.,Duartina
SSOP,-20.04914,-51.4759,1539,BR,Fazenda Cachoeirinha,Aparecida do Taboado
SSOQ,-19.579,-56.15663,502,BR,Fazenda Barranco Alto,Miranda
SSOR,-29.81586,-55.71618,354,BR,Chico Ledur,Alegrete
SSOS,-29.90281,-50.25571,39,BR,Osorio,Osorio
SSOT,-16.35437,-45.34761,1946,BR,Fazenda Saco Da Tapera,Sao Francisco
SSOU,-17.03515,-46.26562,1772,BR,Fazenda Inhumas,Paracatu
SSOV,-16.1503,-45.82696,1837,BR,Fazenda Hora,Arinos
SSOW,-6.84415,-56.58845,973,BR,Comandante Carmelo,Jacareacanga
SSOY,-12.29217,-57.02275,971,BR,Fazenda Morada Do Sol,Sinop
SSPB,-26.22175,-52.70083,2697,BR,Pato Branco,Pato Branco
SSPC,-13.73483,-51.34564,866,BR,Fazenda Santa Julia,Sao Miguel do Araguaia
SSPD,-14.7689,-60.03844,922,BR,Fazenda Paragua,Pontes e Lacerda
SSPE,-14.43764,-55.61358,837,BR,Essencia Retiro Do Rio Cuiaba,Nobres
SSPF,-24.77428,-54.12014,1420,BR,Fazenda Sao Rafael,Marechal Candido Rondon
SSPG,-25.54445,-48.53659,16,BR,Paranagua,Paranagua
SSPI,-23.08785,-52.49545,1526,BR,Paranavai,Paranavai
SSPJ,-25.847,-52.01829,3438,BR,Fazenda Reserva,Pinhao
SSPK,-22.76759,-51.36888,1424,BR,Porecatu,Porecatu
SSPL,-27.905,-53.33325,2083,BR,Palmeira Das Missoes,Palmeira das Missoes
SSPM,-21.70387,-57.88174,260,BR,Porto Murtinho,Porto Murtinho
SSPN,-19.64775,-51.20456,1446,BR,Paranaiba,Paranaiba
SSPO,-22.0123,-54.79112,1165,BR,Aplicacao Aviacao Agricola Ii,Dourados
SSPP,-31.65985,-52.21203,39,BR,Fazenda Palma,Pelotas
SSPQ,-9.44162,-70.48419,751,BR,Santa Rosa Do Purus,Feijo
SSPR,-8.26774,-72.74632,794,BR,Porto Walter,Porto Walter
SSPS,-26.47663,-51.97719,3609,BR,Palmas,Palmas
SSPT,-24.34849,-53.83035,1220,BR,Palotina,Palotina
SSPV,-8.95535,-72.78256,751,BR,Marechal Thaumaturgo,Marechal Thaumaturgo
SSPX,-8.85313,-69.26726,531,BR,Manoel Urbano,Manoel Urbano
SSPY,-17.67374,-57.75272,390,BO,Porto Indio,Puerto Quijarro
SSPZ,-22.72197,-48.05304,1749,BR,Fazenda Redencao,Sao Pedro
SSQA,-13.71848,-60.31831,830,BR,Fazenda Guapore,Vilhena
SSQB,-9.18712,-71.95031,1197,PE,Jordao,Breu
SSQC,-23.6741,-49.8212,2313,BR,Siqueira Campos,Siqueira Campos
SSQF,-23.81273,-54.70474,1623,BR,Fazenda Floresta Negra,Iguatemi
SSQI,-12.50963,-55.68857,1250,BR,Santa Anastacia I,Sinop
SSQL,-14.11543,-50.12571,3609,BR,Fazenda Matricha,Crixas
SSQM,-13.54611,-42.48601,2464,BR,Tanque Novo,Paramirim
SSQN,-11.76946,-40.42309,1788,BR,Mundo Novo,Mundo Novo
SSQO,-20.08361,-53.89135,1590,BR,Fazenda Itapora,Campo Verde
SSQP,-10.47452,-39.28996,1362,BR,Monte Santo,Monte Santo
SSQR,-21.39147,-53.60437,1286,BR,Fazenda Primavera,Ribas do Rio Pardo
SSQS,-15.03656,-52.32427,1001,BR,Fazenda Brasil,Araguaiana
SSQT,-24.81286,-49.96411,3314,BR,Castro,Castro
SSQU,-20.06501,-55.70453,410,BR,Fazenda Alegrete - Retiro Caranda,Aquidauana
SSQZ,-12.10753,-45.90098,2408,BR,Luis Eduardo Magalhaes,Taguatinga
SSRA,-21.71304,-53.09823,1384,BR,Fazenda Rancho Belo,Bataipora
SSRB,-21.84444,-54.52942,1024,BR,Rio Brilhante,Rio Brilhante
SSRC,-21.7073,-54.3702,1084,BR,Fazenda Santa Ines,Rio Brilhante
SSRD,-23.39412,-55.24925,1443,PY,Fazenda Sol Nascente,Capitan Bado
SSRE,-25.80525,-53.51692,1693,BR,Realeza,Realeza
SSRF,-12.764,-39.45247,869,BR,Castro Alves,Castro Alves
SSRG,-22.7764,-54.98007,1319,BR,Fazenda Rancho Grande,Caarapo
SSRH,-20.78204,-55.98382,577,BR,Fazenda Retiro Do Marimbondo,Anastacio
SSRI,-20.75513,-56.03353,551,BR,Fazenda Dos Sonhos,Anastacio
SSRJ,-21.87868,-53.81405,1181,BR,Fazenda Jequitiba,Bataipora
SSRK,-9.51378,-43.00195,1519,BR,Campo Alegre De Lourdes,Sao Raimundo Nonato
SSRL,-22.03267,-54.19224,1001,BR,Fazenda Santa Ana,Rio Brilhante
SSRM,-21.01661,-56.27896,791,BR,Fazenda Sao Sebastiao,Bonito
SSRN,-26.31983,-49.52608,3025,BR,Aeroclube De Rio Negrinho,Rio Negrinho
SSRO,-22.89438,-54.11713,1217,BR,Fazenda Santa Rosa,Navirai
SSRQ,-30.92079,-54.4716,709,BR,Refugio,Dom Pedrito
SSRS,-27.19457,-49.83103,1476,BR,Rancho Sumidor,Rio do Sul
SSRT,-1.54177,-55.18346,289,BR,Fazenda Mangal,Abidos
SSRU,-31.38779,-52.03447,26,BR,Sao Lourenco Do Sul,Sao Lourenco do Sul
SSRW,-23.20182,-48.10814,1781,BR,Fazenda J Campos,Porangaba
SSRX,-12.77806,-51.11795,591,BR,Fazenda Marrua,Sao Miguel do Araguaia
SSRY,-29.97305,-52.36421,230,BR,Rio Pardo,Rio Pardo
SSRZ,-30.27759,-54.93153,348,BR,Rosario Do Sul,Rosario do Sul
SSSA,-22.03112,-56.19295,1047,BR,Fazenda Sant'Anna Do Apa,Bela Vista
SSSB,-28.65852,-56.04095,246,BR,Sao Borja,Sao Borja
SSSC,-29.6862,-52.41798,646,BR,Santa Cruz Do Sul,Santa Cruz do Sul
SSSD,-28.85787,-52.54392,2162,BR,Soledade,Soledade
SSSF,-20.10111,-52.44901,1476,BR,Fazenda San Marino,Tres Lagoas
SSSG,-30.34896,-54.27073,469,BR,Sao Gabriel,Sao Gabriel
SSSH,-19.20106,-57.01382,275,BR,Fazenda Santo Inacio,Ladario
SSSK,-4.50629,-43.92281,226,BR,Fc,Codo
SSSO,-21.40946,-52.03513,984,BR,Fazenda Santa Odila,Panorama
SSSP,-20.04081,-56.3157,328,BR,Fazenda Santa Delfina,Miranda
SSSQ,-28.25464,-49.91791,4462,BR,Sao Joaquim,Sao Joaquim
SSSR,-20.31712,-52.73561,1476,BR,Fazenda Santa Rosa,Ribas do Rio Pardo
SSSS,-26.21802,-48.5655,49,BR,Sao Francisco Do Sul,Sao Francisco do Sul
SSST,-29.20937,-54.84442,1460,BR,Santiago,Santiago
SSSW,-19.71912,-51.9535,1575,BR,Fazenda Santa Maria Da Inocencia,Cassilandia
SSSX,-18.93586,-57.01784,300,BR,Fazenda Sans Souci - Retiro Mutum,Ladario
SSSY,-22.52028,-53.51404,781,BR,Fazenda Silvana,Bataipora
SSSZ,-23.06248,-51.01948,1178,BR,Sertanopolis,Sertanopolis
SSTA,-30.29671,-54.80463,709,BR,Santa Maria,Rosario do Sul
SSTB,-26.14156,-50.31322,2559,BR,Tres Barras,Tres Barras
SSTD,-28.55106,-51.5982,2311,BR,Fazenda Arco De Canto,Nova Prata
