ts,ff_l,ff_r,n1_l,n1_r,n2_l,n2_r,roll,acc,alt,roc,tas,sat,spress,cas,mach,alt_gnss,lat,lon,gs,hdg,trk,wspd,wagl,mass,fuelburn
25,0.019934060442167455,0.023155154170418964,28.239648314365148,29.506206013511388,46.69689585427996,47.365511954638365,-0.10553213266225961,-0.0022560746413010815,-21.5625,-28.0,0.0,12.0,30.424875000000004,0.0,0.0,-2.0,51.949064349755645,4.438060652464628,0.0,-28.5391845703125,-28.564453125,,,6650.449482117257,0.7766690827435972
26,0.019945096473810542,0.023154744671344058,28.24173004873621,29.513730029916136,46.70140411244128,47.36620590133186,-0.10679978590745193,-0.002624413358248197,-22.0,-27.0,0.0,12.0,30.425000000000004,0.0,0.0,-2.0,51.949064852669835,4.438060903921723,0.0,-28.5369873046875,-28.564453125,,,6650.406382276112,0.8197689238887519
27,0.019959353094819783,0.02315547226435827,28.263504886584098,29.256058629345794,46.71841948501609,47.37068296175684,-0.10654665389150944,-0.0010819949810321513,-22.0,0.0,0.0,12.0,30.425000000000004,0.0,0.0,-2.0,51.949064852669835,4.438061490654945,0.0,-28.53424072265625,-28.564453125,,,6650.363267450753,0.86288374924793
28,0.019965226931077443,0.02315111294739674,28.29365700400262,28.926849071473463,46.72411399690128,47.37133692933849,-0.10785616361177884,-0.002716498037484975,-21.375,7.0,0.0,12.0,30.425000000000004,0.0,0.0,-2.0,51.949065271764994,4.438061574473977,0.0,-28.531494140625,-28.564453125,,,6650.320151110874,0.9060000891264042
29,0.019968804837668996,0.02314442804278485,28.263091262165716,28.8246994275514,46.727684781152796,47.37134453770595,-0.10870126577524039,-0.001919878689747937,-21.4375,-11.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.94906552322209,4.438060820102692,0.0,-28.53094482421875,-28.564453125,,,6650.277037877993,0.949113322006858
30,0.019962723798302117,0.02314792566519127,28.263700153327697,28.90891111653966,46.715685391365604,47.36344022270566,-0.1099689190204327,-0.00195679943378155,-21.0,0.0,0.0,12.0,30.424625000000002,0.0,0.0,-1.0,51.94906594231725,4.438060903921723,0.0,-28.527099609375,-28.564453125,,,6650.23392722853,0.9922239714703515
31,0.01996557065191753,0.02313263311951448,28.307005901023803,28.954989738187034,46.716316522871765,47.365745384467765,-0.11007455679086539,-0.0014042913583608774,-21.75,-27.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.949066277593374,4.438061406835914,0.0,-28.5260009765625,-28.564453125,,,6650.190829024758,1.0353221752417834
32,0.019969548128710636,0.023125182946346415,28.357737457550556,28.885596947302005,46.722799048559125,47.36329298223794,-0.11039147010216346,-0.000552508075420673,-21.3125,1.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.9490666128695,4.4380617421120405,0.0,-28.5260009765625,-28.564453125,,,6650.147734293683,1.0784169063168405
33,0.019972619856779974,0.02310381380861138,28.37448648749611,28.76001562010804,46.73055645575303,47.370886940025244,-0.11197603665865384,-0.002071905282827524,-21.0,16.0,0.0,12.0,30.424125000000004,0.0,0.0,-1.0,51.949066864326596,4.438060903921723,0.0,-28.5260009765625,-28.564453125,,,6650.104657860018,1.1214933399822318
34,0.0199703517660754,0.02309986246539917,28.32920016115967,28.65295514627201,46.731827081076894,47.37543574371351,-0.11144784780649039,-0.0007366774338942306,-21.0,5.0,0.0,12.0,30.424000000000003,0.0,0.0,-1.0,51.94906711578369,4.43806073628366,0.0,-28.52490234375,-28.564453125,,,6650.061587645787,1.1645635542137063
35,0.019964567394296664,0.023086649459645264,28.30009292442209,28.82042498136893,46.72889475061396,47.37288651940247,-0.1152508075420673,-0.0027395192072941707,-21.0,0.0,0.0,12.0,30.424000000000003,0.0,0.0,-1.0,51.949067283421755,4.438060987740755,0.0,-28.51995849609375,-28.564453125,,,6650.018536428933,1.2076147710676481
36,0.01999305122803279,0.023075722929651606,28.237220201470315,29.001996596345414,46.729269019083354,47.36781496498859,-0.1153564453125,-0.0017496089054987974,-21.0,-14.0,0.0,12.0,30.424000000000003,0.0,0.0,-1.0,51.94906745105982,4.438061071559787,0.0,-28.51776123046875,-28.5205078125,,,6649.9754676547755,1.2506835452253324
37,0.01999494233884418,0.023056086993954582,28.279916661250645,29.08861485423699,46.72707032909173,47.36194331074338,-0.11461698091947116,-0.0015654395470252392,-21.0,-16.0,0.0,12.0,30.424000000000003,0.0,0.0,0.0,51.94906753487885,4.438059814274311,0.0,-28.51666259765625,-28.5205078125,,,6649.932416625442,1.2937345745581312
38,0.019978862417511532,0.023055227816186744,28.379728598341735,29.172287019883676,46.73128073324673,47.36756949996304,-0.11514516977163461,-0.0021179476224459136,-21.25,-31.0,0.0,12.0,30.424750000000003,0.0,0.0,0.0,51.94906761869788,4.438059646636248,0.0,-28.51611328125,-28.5205078125,,,6649.889382535209,1.3367686647918295
39,0.01997852059568161,0.023057575673590677,28.297240851708,29.187866986516273,46.720781484258275,47.37227510567575,-0.11411271005306604,-0.0002992752075195313,-21.8125,-24.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.949068289250135,4.438059143722057,0.0,-28.51611328125,-28.5205078125,,,6649.84634643894,1.3798047610611017
40,0.019971471588632748,0.02306240237573299,28.259017960027847,29.223353024173225,46.71301802720496,47.37514901212451,-0.11472261868990384,-0.0012891855093149034,-21.5,-6.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.9490684568882,4.438059059903026,0.0,-28.51611328125,-28.5205078125,,,6649.803312564975,1.4228386350254674
41,0.019962587280571285,0.023060260386438585,28.245429577118024,29.246222807135176,46.72234186113642,47.378638888760506,-0.11514516977163461,-0.0022100323016826916,-21.9375,-9.0,0.0,12.0,30.425000000000004,0.0,0.0,1.0,51.94906862452626,4.438057718798518,0.0,-28.5150146484375,-28.5205078125,,,6649.760289717308,1.4658614826924772
42,0.01997315790966038,0.023039240611817325,28.141665759253552,29.103582103264646,46.73137029767679,47.38176884945003,-0.11514516977163461,-0.0010389931732753535,-21.375,-3.0,0.0,12.0,30.425000000000004,0.0,0.0,1.0,51.949068792164326,4.43805780261755,0.0,-28.5150146484375,-28.5205078125,,,6649.717277318787,1.5088738812139548
43,0.019961320007787033,0.02301542186475088,28.103485529858258,28.87254215344245,46.72046118557893,47.38216020136091,-0.11599027193509616,-0.0017035665658804077,-21.25,0.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.94906837306917,4.4380582217127085,0.0,-28.51556396484375,-28.5205078125,,,6649.674300576914,1.5518506230864928
44,0.019962750147068175,0.022978796534932136,28.102563811311143,28.879602868978097,46.71815919735795,47.38261103706727,-0.11852557842548077,-0.002762540377103364,-21.0,-7.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.9490684568882,4.438058389350772,0.0,-28.5150146484375,-28.5205078125,,,6649.631359030232,1.594792169768493
45,0.019978137773694747,0.02297245373542639,28.121736753600175,29.001378724522226,46.73146742053786,47.381085820545806,-0.11757483849158654,-0.0005755292452298674,-21.4375,-16.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.94906837306917,4.438057383522391,0.0,-28.51336669921875,-28.5205078125,,,6649.588408438723,1.637742761277614
46,0.019986661652264162,0.022958110946435066,28.053686470618285,29.112096275629213,46.74294243506174,47.374502040373486,-0.11725792518028846,-0.0011050161508413456,-21.0625,-14.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.94906837306917,4.438057467341423,0.0,-28.51007080078125,-28.5205078125,,,6649.545463666124,1.6806875338763134
47,0.019978679004779645,0.022952973662581932,27.94032195555034,29.175000093990132,46.74185908255426,47.37798392658402,-0.11620154747596154,-0.0028546250563401434,-21.0,0.0,0.0,12.0,30.424625000000002,0.0,0.0,1.0,51.94906854070723,4.438057970255613,0.0,-28.505126953125,-28.5205078125,,,6649.502532013456,1.723619186543675
48,0.019974001070174174,0.022955139535932777,27.874675253015457,29.248499212044724,46.74179925234603,47.37743676016885,-0.11620154747596154,-0.0016345030564528249,-21.0,17.0,0.0,12.0,30.424000000000003,0.0,0.0,1.0,51.94906862452626,4.43805830553174,0.0,-28.5040283203125,-28.5205078125,,,6649.459602872851,1.766548327149782
49,0.019984408133825127,0.022956256392035843,27.90801620977691,29.002102177932848,46.742286257213756,47.39068067368485,-0.11609590970552884,-0.0028546250563401447,-20.9375,10.0,0.0,12.0,30.424000000000003,0.0,0.0,1.0,51.94906862452626,4.4380576349794865,0.0,-28.5040283203125,-28.5205078125,,,6649.416662208325,1.809488991675643
50,0.019984303437702126,0.0229612220386277,27.925303449987567,28.82286583445536,46.73754033892742,47.39174213113432,-0.11852557842548077,-0.0015884607168344346,-20.9375,-16.0,0.0,12.0,30.424000000000003,0.0,0.0,1.0,51.949068708345294,4.438058054074645,0.0,-28.5040283203125,-28.5205078125,,,6649.373716682849,1.8524345171519727
51,0.019972580254505434,0.022972441011668874,27.947529497494,28.760699512680713,46.73399519525758,47.39772326918172,-0.11794756043632075,0.00025323286790114276,-21.0,-27.0,0.0,12.0,30.424125000000004,0.0,0.0,0.0,51.949068708345294,4.4380588084459305,0.0,-28.50457763671875,-28.5205078125,,,6649.330771661583,1.895379538418147
52,0.019977861164401412,0.022971139438637603,27.937168398696553,28.73344431469973,46.73907306919613,47.399012440615394,-0.11778611403245193,-0.0021409687922551083,-21.4375,-33.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.949068792164326,4.438059227541089,0.0,-28.5029296875,-28.5205078125,,,6649.287822660979,1.9383285390211862
53,0.019972461447681895,0.022972415564153692,28.03335377707007,28.66966408153557,46.73770822258554,47.397157667629315,-0.11915940504807693,-0.0009899103017953724,-21.375,-8.0,0.0,12.0,30.425000000000004,0.0,0.0,0.0,51.949068792164326,4.438058724626899,0.0,-28.50018310546875,-28.5205078125,,,6649.244877783967,1.9812734160330219
54,0.01996521375669446,0.022973069585630647,28.18218468647686,28.656670152409035,46.740645561829204,47.39694824316905,-0.119476318359375,-0.0027330037818764736,-21.875,-13.0,0.0,12.0,30.425000000000004,0.0,0.0,4.0,51.94908027537167,4.438074566423893,0.0,-28.500732421875,-28.5205078125,,,6649.2019395006255,2.024211699375347
55,0.019950825405042425,0.022972860895668728,28.26669253784274,29.0085053268201,46.736259340005574,47.402482387881896,-0.11884249173677884,-0.0013122066791240985,-21.4375,4.0,0.0,12.0,30.424875000000004,0.0,0.0,4.0,51.94908019155264,4.438075236976147,0.0,-28.4996337890625,-28.5205078125,,,6649.159015814324,2.067135385676058
56,0.01994268556171638,0.022980256843512376,28.357172849814784,29.380993752252667,46.734343039567335,47.41751750396967,-0.11768047626201923,-0.0008517832829402043,-20.8125,14.0,0.0,12.0,30.424375000000005,0.0,0.0,3.0,51.94907985627651,4.438075488433242,0.0,-28.49853515625,-28.5205078125,,,6649.116092871919,2.110058328081287
57,0.019847925495113085,0.02298815485227164,28.288074551149876,29.46825608710508,46.74339203510772,47.416853277814525,-0.11630718524639423,-0.0017726300753079928,-20.0,40.0,0.0,12.0,30.423000000000002,0.0,0.0,3.0,51.94907968863845,4.438074147328734,0.0,-28.50018310546875,-28.5205078125,,,6649.073256791572,2.1528944084286716
58,0.019771458105500593,0.022997171026371877,28.33316200386823,29.410297581206795,46.75260523243667,47.4150525619623,-0.11746920072115384,-0.000483444565993089,-20.0,3.0,0.0,12.0,30.423000000000002,0.0,0.0,3.0,51.949079521000385,4.438074231147766,0.0,-28.49853515625,-28.5205078125,,,6649.03048816244,2.195663037560544
59,0.019765526362620422,0.02302633884874861,28.41011879324342,29.325749213847285,46.750808486873375,47.419185779317125,-0.11768047626201923,-0.002302116980919471,-20.0,0.0,0.0,12.0,30.423000000000002,0.0,0.0,-1.0,51.94906837306917,4.438059227541089,0.0,-28.49853515625,-28.5205078125,,,6648.9876962972285,2.238454902771913
60,0.019757704049619258,0.023035748569560328,28.481046533219956,29.154186343090032,46.75981937449366,47.41826305863589,-0.11736356295072116,-0.0020488841130183295,-20.0,-5.0,0.0,12.0,30.423000000000002,0.0,0.0,-1.0,51.94906862452626,4.438059646636248,0.0,-28.4996337890625,-28.5205078125,,,6648.94490284461,2.2812483553910927
61,0.019773129999325945,0.02303758665044327,28.56290084144394,28.99538999718025,46.750178026789555,47.4162805174599,-0.11894812950721154,-0.0011050161508413465,-20.25,-32.0,0.0,12.0,30.423250000000003,0.0,0.0,-1.0,51.94906862452626,4.438058976083994,0.0,-28.49578857421875,-28.5205078125,,,6648.90209212796,2.324059072040862
62,0.01977575295436772,0.02302857401001405,28.539524755788285,29.062583877330024,46.755220734748555,47.40826310882833,-0.1193706805889423,0.0005294869056114783,-21.0,-44.0,0.0,12.0,30.424000000000003,0.0,0.0,-1.0,51.949068708345294,4.438059311360121,0.0,-28.4930419921875,-28.5205078125,,,6648.859287800995,2.3668633990052435
63,0.019768932158228083,0.023029647025717647,28.439575845850293,28.93959444518028,46.76397291863731,47.40741544316102,-0.1195819561298077,-0.002601392188439002,-21.0,-11.0,0.0,12.0,30.424000000000003,0.0,0.0,-1.0,51.94906795397401,4.438059898093343,0.0,-28.4930419921875,-28.5205078125,,,6648.816489221811,2.409661978189189
64,0.01974825801698808,0.02302247880898363,28.424407552409818,28.896171416244858,46.764587703837144,47.41666183539772,-0.12074596477004718,-0.00023021169809194723,-21.5625,-36.0,0.0,12.0,30.424875000000004,0.0,0.0,-1.0,51.94906803779304,4.438060149550438,0.0,-28.4930419921875,-28.5205078125,,,6648.773718484986,2.452432715015161
65,0.019723363141027725,0.023021898257355615,28.481808711623508,29.031688523835847,46.76317540313626,47.41519641867083,-0.119476318359375,-0.0024402439997746393,-21.625,-15.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.94906795397401,4.438059646636248,0.0,-28.4930419921875,-28.5205078125,,,6648.730973223587,2.495177976413544
66,0.01971516396682155,0.02303358985252869,28.51219770858593,29.245339982746913,46.76853340399941,47.42655675918178,-0.11968759390024039,-0.0021005731546653887,-21.9375,-11.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.94906795397401,4.438060065731406,0.0,-28.491943359375,-28.5205078125,,,6648.688224469767,2.5379267302328943
67,0.019721871455354596,0.023013055245842278,28.611314785880236,29.40439169619843,46.77863456369357,47.420230792545,-0.11841994065504807,-0.002716498037484975,-21.4375,2.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.94906904362142,4.438060903921723,0.0,-28.48809814453125,-28.5205078125,,,6648.645489543066,2.580661656934091
68,0.019737902951928035,0.02299285359230857,28.661258050056414,29.4265951060495,46.779166424655806,47.40900937594293,-0.11915940504807693,-0.0005525080754206728,-22.0,-33.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.949069295078516,4.438061490654945,0.0,-28.487548828125,-28.5205078125,,,6648.602758786522,2.623392413478328
69,0.019712116095067494,0.022992099217119342,28.602648631952906,29.278081203778267,46.782197419170544,47.41227471627878,-0.11746920072115384,-0.002210032301682692,-22.0,-9.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.94906946271658,4.438061323016882,0.0,-28.487548828125,-28.5205078125,,,6648.56005457121,2.666096628790515
70,0.019716112522399583,0.022953628434010644,28.487362882019468,29.1056137292898,46.781540455216664,47.41416360775051,-0.11778611403245193,-0.0012431431696965137,-22.0,0.0,0.0,12.0,30.425000000000004,0.0,0.0,-1.0,51.949069797992706,4.438061825931072,0.0,-28.4864501953125,-28.5205078125,,,6648.517384830254,2.708766369746925
71,0.01970948914419181,0.022957770519187033,28.396828180053518,28.903634063973605,46.777806159786685,47.406104107902514,-0.11863121619591346,-0.002325138150728667,-22.0,-13.0,0.0,12.0,30.425000000000004,0.0,0.0,-2.0,51.9490700494498,4.438062580302358,0.0,-28.48699951171875,-28.5205078125,,,6648.47471757059,2.751433629410304
72,0.01970870851913777,0.022974479100868923,28.298764057289358,28.716754888606197,46.77817642463057,47.40508589021488,-0.11905376727764423,-0.0026474345280573927,-22.0,-23.0,0.0,12.0,30.425374999999995,0.0,0.0,-2.0,51.94907038472593,4.4380635023117065,0.0,-28.4820556640625,-28.5205078125,,,6648.43203438297,2.794116817030311
73,0.019715917913420252,0.022966600806942752,28.173887776518082,28.660367518059562,46.78854176426346,47.41014114451083,-0.11873685396634616,-0.0018647147545447717,-22.0,-9.0,0.0,12.0,30.425500000000007,0.0,0.0,-2.0,51.94907063618302,4.438063334673643,0.0,-28.4820556640625,-28.5205078125,,,6648.38935186425,2.836799335750674
74,0.019673717357815142,0.022955520485997166,28.11571603411328,28.66807628154208,46.7836701714731,47.40553197767368,-0.119476318359375,-0.0005985504150390627,-22.0,-3.0,0.0,12.0,30.42525,0.0,0.0,-2.0,51.94907097145915,4.43806417286396,0.0,-28.4820556640625,-28.5205078125,,,6648.346722626406,2.8794285735944865
75,0.01965572245616826,0.022966193646700425,28.024573486326954,28.69140853547054,46.786343449852254,47.409709641348584,-0.119476318359375,-0.0016805453960712139,-22.0,-25.0,0.0,12.0,30.425999999999995,0.0,0.0,-2.0,51.94907097145915,4.438065178692341,0.0,-28.4820556640625,-28.5205078125,,,6648.304100710303,2.922050489697355
76,0.019656814624390104,0.022972536255540438,27.932615388759565,28.727364910041008,46.80274052993563,47.41539495100444,-0.11939858490566038,-0.003476196641188402,-22.1875,-1.0,0.0,12.0,30.425874999999998,0.0,0.0,-3.0,51.94907130673528,4.438065933063626,0.0,-28.48095703125,-28.5205078125,,,6648.261471359423,2.964679840577286
77,0.01966743152866441,0.022962910917246577,27.94948867243508,28.801424090165565,46.794888590667505,47.40802525604084,-0.120849609375,-0.002762540377103365,-22.0,-4.0,0.0,12.0,30.425374999999995,0.0,0.0,-3.0,51.94907155819237,4.438065849244595,0.0,-28.47711181640625,-28.4765625,,,6648.218841016977,3.007310183023197
78,0.019669791391672825,0.022952904628888268,28.07972145510304,28.931676644250324,46.77872953975627,47.399155907137136,-0.1207439716045673,-0.0006324306272110848,-22.0,5.0,0.0,12.0,30.425250000000005,0.0,0.0,-3.0,51.94907206110656,4.438066687434912,0.0,-28.47711181640625,-28.4765625,,,6648.176218320957,3.049932879043758
79,0.019677068082128046,0.022942667418947786,28.234366970133856,29.05051040207735,46.773208027412466,47.39788635043996,-0.12116652268629807,-0.0015424183772160453,-22.0,0.0,0.0,12.0,30.425000000000004,0.0,0.0,-3.0,51.94907239638269,4.438067693263292,0.0,-28.478759765625,-28.4765625,,,6648.133598585456,3.0925526145448337
80,0.019683031646616014,0.022945006264219657,28.256854162870763,29.076331162763115,46.76857451118216,47.39874874316207,-0.12148343599759616,-0.0056632077730618974,-22.0,0.0,0.0,12.0,30.425000000000004,0.0,0.0,-3.0,51.94907306693494,4.438068279996514,0.0,-28.4765625,-28.5205078125,,,6648.090970547545,3.135180652455669
81,0.019674081632816028,0.022944872746646017,28.20604909849399,29.14977567611309,46.772836720381456,47.40599975505406,-0.12127216045673077,-0.002463265169583834,-22.0,-14.0,0.0,12.0,30.425000000000004,0.0,0.0,-4.0,51.94907340221107,4.438068279996514,0.0,-28.4765625,-28.4765625,,,6648.0483515931655,3.1777996068351313
82,0.01966747270025984,0.02294138723860788,28.139038050655678,29.075633335276592,46.771717057190614,47.40957145953688,-0.12158907376802884,-0.0007596986037034254,-22.0,-15.0,0.0,12.0,30.425000000000004,0.0,0.0,2.0,51.949076084420085,4.438091581687331,0.0,-28.474365234375,-28.4765625,,,6648.005742733227,3.220408466773999
83,0.01967968183224556,0.02294888933640095,28.14548488580911,29.40023993901002,46.77650561061142,47.41449707649698,-0.1221172626201923,-0.0006906350942758416,-21.3125,12.0,0.0,12.0,30.424625000000002,0.0,0.0,2.0,51.94907675497234,4.4380926713347435,0.0,-28.4710693359375,-28.4765625,,,6647.9631141620575,3.2630370379426457
84,0.019658843479376402,0.02294912052491522,28.15315214979283,29.40175292596807,46.7851181241019,47.41627657912542,-0.12169471153846154,-0.0013812701885516827,-21.0,18.0,0.0,12.0,30.424000000000003,0.0,0.0,2.0,51.94907725788653,4.438092838972807,0.0,-28.474365234375,-28.4765625,,,6647.920506198054,3.3056450019469374
85,0.019654943611436288,0.022942909170341606,28.241427265178952,29.439732210293695,46.78804100826652,47.415720927967165,-0.1209552471454327,-0.0024862863393930287,-21.0625,-14.0,0.0,12.0,30.424375000000005,0.0,0.0,2.0,51.94907734170556,4.438092336058617,0.0,-28.47491455078125,-28.4765625,,,6647.877908345272,3.3482428547287153
86,0.019674586867095018,0.02295317129393334,28.32703865926214,29.34050489507091,46.79966072592547,47.41217953024206,-0.12169471153846154,-0.0018186724149263822,-21.0,-9.0,0.0,12.0,30.424000000000003,0.0,0.0,2.0,51.94907776080072,4.438092587515712,0.0,-28.47381591796875,-28.4765625,,,6647.835280587111,3.3908706128897435
87,0.01968666365768699,0.0229579182065695,28.295340132303437,29.192197628844227,46.80242975711235,47.41786291982293,-0.12190598707932693,-0.0030157732450045082,-21.0,-2.0,0.0,12.0,30.424000000000003,0.0,0.0,2.0,51.94907834753394,4.438093677163124,0.0,-28.4710693359375,-28.4765625,,,6647.792636005246,3.433515194754
88,0.019688248702295186,0.02295673952620326,28.24041398644228,29.32018649448384,46.80319727057324,47.41789555969945,-0.1221969892393868,-0.0026934768676757813,-21.0,-2.0,0.0,12.0,30.424000000000003,0.0,0.0,2.0,51.94907960481942,4.438094012439251,0.0,-28.47161865234375,-28.4765625,,,6647.749991017018,3.476160182982498
89,0.019627974462496384,0.022962083873004305,28.181683689899483,29.058246338725098,46.80359399219925,47.41339983894026,-0.12201162484975961,-0.0018877359243539662,-21.0,-16.0,0.0,12.0,30.424000000000003,0.0,0.0,3.0,51.94907985627651,4.438093341886997,0.0,-28.4710693359375,-28.4765625,,,6647.707400958682,3.5187502413179987
