ts,ff_l,ff_r,n1_l,n1_r,n2_l,n2_r,roll,acc,alt,roc,tas,sat,spress,cas,mach,alt_gnss,lat,lon,gs,hdg,trk,wspd,wagl,mass,fuelburn
17,0.022820142200717326,0.022975049381971365,28.581500010560518,29.09786012033098,47.25779892733906,47.64608022580446,-0.20588801457331732,-0.003568281320425181,-10.0,-17.0,0.0,12.0,30.412000000000003,0.0,0.0,-26.0,51.94908941164613,4.438121002167463,0.0,-32.61236572265625,-32.62939453125,,,5978.535108155539,0.4118518444613343
18,0.02282954859151127,0.022982580638905195,28.671090516631537,29.04203519242526,47.266477475689,47.65972607881405,-0.20652184119591346,-0.0034301543015700106,-10.5625,-44.0,0.0,12.0,30.412750000000003,0.0,0.0,-25.0,51.94908949546516,4.438120750710368,0.0,-32.61181640625,-32.6513671875,,,5978.489296026309,0.45766397369175077
19,0.022827402617710425,0.022992124664634454,28.700644905266188,29.03982704328496,47.26749956195908,47.672181044888134,-0.20398653470552885,-0.0021639899620643035,-11.0625,-45.0,0.0,12.0,30.413249999999998,0.0,0.0,-25.0,51.949089746922255,4.438120415434241,0.0,-32.614013671875,-32.6513671875,,,5978.4434764990265,0.5034835009740957
20,0.022843289473009544,0.022982326672195616,28.678550517443487,29.0773338022777,47.27268409777704,47.67762546167324,-0.20514855018028846,-0.0036143236600435693,-11.5625,-32.0,0.0,12.0,30.413999999999994,0.0,0.0,-24.0,51.94908991456032,4.438120163977146,0.0,-32.61676025390625,-32.6513671875,,,5978.397650882881,0.5493091171193009
21,0.02285189002411442,0.022997443195300046,28.721115373661313,29.05728573513192,47.289338878708776,47.68866552223989,-0.20557110126201922,-0.005755292452298678,-12.0,-20.0,0.0,12.0,30.413999999999994,0.0,0.0,-24.0,51.94909008219838,4.438119912520051,0.0,-32.6173095703125,-32.6513671875,,,5978.351801549661,0.5951584503387153
22,0.022844501516248127,0.023020459773642348,28.71694417055208,29.08726968959801,47.28900608910524,47.69842242966307,-0.20677098688089623,-0.002486286339393028,-12.0,-32.0,0.0,12.0,30.414499999999997,0.0,0.0,-24.0,51.949090249836445,4.438119744881988,0.0,-32.61566162109375,-32.6513671875,,,5978.305936588372,0.6410234116286058
23,0.022849672296742,0.023055425358560797,28.699684303536305,29.20502033366576,47.27590166034067,47.70417012845594,-0.20768385667067307,-0.00600852532019982,-12.0,-2.0,0.0,12.0,30.414249999999996,0.0,0.0,-23.0,51.94909033365548,4.438119577243924,0.0,-32.618408203125,-32.6513671875,,,5978.260031490717,0.6869285092839086
24,0.022856516553569742,0.02305691669480557,28.667679695915304,29.16196124316827,47.27956799299852,47.70342035785442,-0.20800076998197115,-0.0021457467708947526,-11.1875,37.0,0.0,12.0,30.413625000000003,0.0,0.0,-23.0,51.94909041747451,4.438119577243924,0.0,-32.61895751953125,-32.6513671875,,,5978.214118057468,0.7328419425322839
25,0.02285835839561741,0.02305031040801637,28.648679830946197,29.154922576514995,47.29022993420769,47.70492259735763,-0.20947969876802885,-0.0045351704524113565,-10.9375,32.0,0.0,12.0,30.413000000000004,0.0,0.0,-23.0,51.94909041747451,4.438119661062956,0.0,-32.6217041015625,-32.6513671875,,,5978.168209388664,0.7787506113359176
26,0.022855541649225663,0.023042440592358316,28.58909082648634,29.090597535269342,47.28782374694261,47.69678604009596,-0.20937406099759615,-0.0036833871694711535,-10.875,-16.0,0.0,12.0,30.413000000000004,0.0,0.0,-22.0,51.94909041747451,4.438119744881988,0.0,-32.62445068359375,-32.6513671875,,,5978.122311406422,0.8246485935775016
